Unix Time [GMT], T [C @ 5m], T [C @ 35m], T [C @ 60m]
1446055200000,22.528,17.306,15.053
1446058800000,22.571,17.859,15.447
1446062400000,22.606,NaN,15.201
1446066000000,22.596,17.667,14.812
1446069600000,22.608,17.684,14.745
1446073200000,22.504,16.581,14.829
1446076800000,22.280,16.769,14.801
1446080400000,22.295,17.642,15.158
1446084000000,22.372,16.231,15.215
1446087600000,22.323,17.572,14.959
1446091200000,22.326,17.960,14.914
1446094800000,22.354,17.906,14.897
1446098400000,22.375,18.282,15.165
1446102000000,22.396,18.639,15.520
1446105600000,22.378,17.556,14.924
1446109200000,22.306,17.436,14.917
1446112800000,22.192,16.274,14.623
1446116400000,22.148,16.616,14.749
1446120000000,22.107,NaN,14.692
1446123600000,22.058,16.746,14.868
1446127200000,22.043,16.361,14.762
1446130800000,21.972,15.505,14.462
1446134400000,21.955,15.903,14.749
1446138000000,NaN,16.841,14.924
1446141600000,22.032,17.696,15.193
1446145200000,22.077,17.250,15.502
1446148800000,22.142,17.587,15.148
1446152400000,22.150,17.703,15.068
1446156000000,22.129,17.765,14.962
1446159600000,22.030,16.650,15.056
1446163200000,21.924,16.246,14.692
1446166800000,21.819,17.259,14.692
1446170400000,21.728,17.050,14.337
1446174000000,21.624,16.715,14.874
1446177600000,21.498,16.837,15.464
1446181200000,21.313,16.861,15.063
1446184800000,21.071,16.904,15.197
1446188400000,21.033,16.652,15.861
1446192000000,20.998,16.493,14.794
1446195600000,21.004,16.148,14.630
1446199200000,20.965,16.138,14.403
1446202800000,20.934,16.262,14.203
1446206400000,20.872,16.344,14.057
1446210000000,20.851,16.919,14.262
1446213600000,20.825,16.353,14.812
1446217200000,20.797,17.490,14.966
1446220800000,20.787,18.067,15.330
1446224400000,20.804,18.036,15.357
1446228000000,20.799,17.408,14.956
1446231600000,20.849,17.800,14.621
1446235200000,20.852,17.689,14.398
1446238800000,21.003,17.088,14.202
1446242400000,21.180,17.272,14.082
1446246000000,21.164,17.606,14.360
1446249600000,21.193,17.117,14.297
1446253200000,21.104,17.177,14.739
1446256800000,21.014,17.110,14.786
1446260400000,20.967,17.330,14.913
1446264000000,20.869,17.331,15.008
1446267600000,20.757,17.477,15.126
1446271200000,20.677,17.230,14.859
1446274800000,20.681,17.419,15.124
1446278400000,20.706,17.091,15.060
1446282000000,20.623,17.197,15.109
1446285600000,NaN,17.236,15.173
1446289200000,20.631,17.287,15.167
1446292800000,20.657,17.306,15.069
1446296400000,20.637,17.731,15.109
1446300000000,20.607,17.065,15.038
1446303600000,20.641,17.051,15.378
1446307200000,20.597,18.254,15.398
1446310800000,20.516,18.455,15.559
1446314400000,20.447,17.726,15.276
1446318000000,20.261,16.780,15.190
1446321600000,20.723,16.986,15.233
1446325200000,20.877,17.462,14.870
1446328800000,20.848,17.587,15.241
1446332400000,20.863,17.875,15.138
1446336000000,20.771,17.419,15.079
1446339600000,20.758,17.594,14.924
1446343200000,20.717,17.716,14.897
1446346800000,20.863,17.899,15.388
1446350400000,21.067,17.695,15.409
1446354000000,20.926,17.028,15.517
1446357600000,20.954,17.090,15.390
1446361200000,21.006,17.029,15.336
1446364800000,21.052,17.208,15.605
1446368400000,21.057,17.241,15.640
1446372000000,20.921,16.756,15.006
1446375600000,20.851,16.796,15.201
1446379200000,20.820,16.842,14.749
1446382800000,20.845,16.761,15.200
1446386400000,20.896,16.762,15.001
1446390000000,20.707,16.929,15.022
1446393600000,20.958,17.666,15.417
1446397200000,20.892,17.872,15.440
1446400800000,21.023,17.392,15.342
1446404400000,20.405,16.842,15.436
1446408000000,20.781,17.265,15.454
1446411600000,20.868,17.308,15.528
1446415200000,20.951,17.766,15.528
1446418800000,20.925,17.829,15.289
1446422400000,20.943,17.793,15.335
1446426000000,20.820,17.189,15.299
1446429600000,20.931,17.432,14.895
1446433200000,20.922,16.715,14.911
1446436800000,20.929,16.582,14.985
1446440400000,20.991,17.129,14.996
1446444000000,21.065,17.068,15.043
1446447600000,21.102,16.931,15.151
1446451200000,21.169,16.309,15.304
1446454800000,21.271,16.870,15.322
1446458400000,21.434,17.227,15.752
1446462000000,21.630,16.910,15.626
1446465600000,21.725,16.923,15.575
1446469200000,21.681,16.849,15.667
1446472800000,21.545,17.217,15.372
1446476400000,21.537,17.445,15.269
1446480000000,21.567,17.281,15.255
1446483600000,21.614,18.050,15.535
1446487200000,21.653,17.815,15.660
1446490800000,21.696,17.164,15.163
1446494400000,21.560,17.220,15.121
1446498000000,21.775,17.719,15.241
1446501600000,21.688,17.750,15.847
1446505200000,21.693,17.597,15.960
1446508800000,21.642,17.642,15.069
1446512400000,21.523,17.238,15.616
1446516000000,21.419,17.029,15.719
1446519600000,21.310,16.876,15.665
1446523200000,21.153,17.224,15.716
1446526800000,21.003,17.758,15.714
1446530400000,20.956,17.428,15.639
1446534000000,20.929,16.920,15.508
1446537600000,20.858,16.990,15.311
1446541200000,20.782,16.877,14.717
1446544800000,20.715,16.520,14.580
1446548400000,20.639,16.800,14.975
1446552000000,20.612,17.339,15.519
1446555600000,20.555,16.308,15.118
1446559200000,20.407,16.380,15.207
1446562800000,20.338,16.322,15.233
1446566400000,20.291,16.692,NaN
1446570000000,20.205,16.656,15.339
1446573600000,20.260,16.844,15.330
1446577200000,20.268,16.797,15.331
1446580800000,20.287,16.904,15.457
1446584400000,20.321,16.474,15.337
1446588000000,NaN,16.426,15.347
1446591600000,20.251,16.462,15.363
1446595200000,20.173,17.196,15.802
1446598800000,20.132,17.103,15.760
1446602400000,20.142,16.823,15.759
1446606000000,NaN,16.468,15.840
1446609600000,NaN,NaN,NaN
1446613200000,NaN,NaN,NaN
1446616800000,19.684,16.639,15.336
1446620400000,19.589,16.544,15.190
1446624000000,19.528,16.743,15.352
1446627600000,19.462,18.012,15.404
1446631200000,19.385,17.135,14.843
1446634800000,19.270,16.493,14.711
1446638400000,19.205,16.232,14.745
1446642000000,19.264,16.190,15.227
1446645600000,19.520,16.349,15.431
1446649200000,19.518,17.040,15.577
1446652800000,19.267,16.995,15.635
1446656400000,19.208,17.015,15.562
1446660000000,19.195,16.954,15.557
1446663600000,19.311,16.904,15.515
1446667200000,19.377,16.655,15.508
1446670800000,19.299,17.125,15.720
1446674400000,19.244,17.208,15.348
1446678000000,19.095,16.971,15.656
1446681600000,19.014,16.967,15.248
1446685200000,19.110,16.615,15.426
1446688800000,19.096,16.856,15.699
1446692400000,19.091,16.825,14.896
1446696000000,19.012,16.676,15.683
1446699600000,18.905,16.609,15.579
1446703200000,18.790,16.728,15.823
1446706800000,18.783,16.667,15.275
1446710400000,18.814,16.675,15.305
1446714000000,18.901,NaN,15.389
1446717600000,18.963,16.175,15.243
1446721200000,19.029,16.472,15.178
1446724800000,19.336,16.635,15.210
1446728400000,19.480,16.602,15.309
1446732000000,19.582,16.508,15.541
1446735600000,19.636,16.846,15.722
1446739200000,19.677,17.170,15.945
1446742800000,19.730,16.506,15.831
1446746400000,19.785,16.416,15.143
1446750000000,19.846,17.034,15.855
1446753600000,19.841,17.143,16.123
1446757200000,19.869,17.496,15.770
1446760800000,19.996,17.370,15.679
1446764400000,20.028,16.615,15.425
1446768000000,NaN,16.626,15.201
1446771600000,NaN,16.830,15.190
1446775200000,19.913,17.087,16.152
1446778800000,19.831,16.686,16.081
1446782400000,19.765,16.655,15.973
1446786000000,19.691,16.633,15.951
1446789600000,19.651,16.519,15.321
1446793200000,19.738,16.635,15.807
1446796800000,19.807,16.708,15.857
1446800400000,19.756,16.965,15.829
1446804000000,19.611,16.905,15.363
1446807600000,19.568,16.788,15.076
1446811200000,19.501,16.871,14.862
1446814800000,19.657,16.909,15.038
1446818400000,19.735,16.919,15.075
1446822000000,19.790,16.881,15.201
1446825600000,19.951,17.107,15.250
1446829200000,20.034,17.151,15.282
1446832800000,20.186,17.144,15.753
1446836400000,20.298,17.194,15.257
1446840000000,20.352,17.260,15.230
1446843600000,20.451,17.294,15.493
1446847200000,20.332,17.338,15.233
1446850800000,19.951,17.107,14.858
1446854400000,20.266,16.851,15.100
1446858000000,20.153,17.310,15.255
1446861600000,20.111,NaN,15.223
1446865200000,20.035,17.155,15.337
1446868800000,19.895,17.356,15.458
1446872400000,19.873,17.184,15.719
1446876000000,19.780,16.916,15.631
1446879600000,19.693,16.760,15.608
1446883200000,19.602,16.817,15.395
1446886800000,19.501,16.464,15.482
1446890400000,19.442,16.192,15.149
1446894000000,19.434,16.775,14.946
1446897600000,19.406,16.858,14.825
1446901200000,19.394,16.852,15.209
1446904800000,19.371,16.407,15.417
1446908400000,19.365,15.953,15.416
1446912000000,19.380,16.370,15.081
1446915600000,19.395,17.503,15.607
1446919200000,19.456,17.384,15.632
1446922800000,19.559,16.970,15.800
1446926400000,19.650,17.596,15.899
1446930000000,19.685,16.956,15.888
1446933600000,19.779,17.157,15.912
1446937200000,19.776,17.266,14.831
1446940800000,19.845,17.231,14.932
1446944400000,19.676,17.326,14.911
1446948000000,19.156,17.351,15.038
1446951600000,19.295,17.387,15.003
1446955200000,19.451,17.483,15.575
1446958800000,19.449,16.577,15.831
1446962400000,19.351,16.669,15.943
1446966000000,19.242,16.635,15.785
1446969600000,19.191,16.943,15.812
1446973200000,19.205,16.887,15.120
1446976800000,19.212,17.053,15.099
1446980400000,19.184,17.276,14.673
1446984000000,19.154,17.371,14.945
1446987600000,19.139,17.171,14.950
1446991200000,19.112,16.636,15.068
1446994800000,19.088,16.749,15.176
1446998400000,19.310,16.797,15.988
1447002000000,19.803,16.780,15.390
1447005600000,20.109,17.107,15.483
1447009200000,19.967,NaN,15.502
1447012800000,19.922,17.416,15.573
1447016400000,19.854,17.580,15.251
1447020000000,19.445,17.704,15.203
1447023600000,19.023,17.017,14.895
1447027200000,19.056,16.821,14.864
1447030800000,19.188,17.639,14.897
1447034400000,19.127,17.695,14.914
1447038000000,19.267,17.166,14.957
1447041600000,20.022,17.311,15.350
1447045200000,20.257,17.548,15.428
1447048800000,20.290,17.420,15.433
1447052400000,20.343,17.233,15.449
1447056000000,20.313,16.520,15.611
1447059600000,20.314,16.675,15.604
1447063200000,20.264,16.647,15.524
1447066800000,20.158,17.038,15.546
1447070400000,20.261,16.400,15.286
1447074000000,20.369,16.455,15.238
1447077600000,20.414,16.557,15.103
1447081200000,20.428,16.687,15.159
1447084800000,20.435,17.030,15.212
1447088400000,NaN,17.363,15.273
1447092000000,NaN,17.583,15.298
1447095600000,20.456,17.640,15.328
1447099200000,20.456,17.757,15.349
1447102800000,20.469,17.047,15.341
1447106400000,20.467,17.176,15.339
1447110000000,20.460,16.970,15.475
1447113600000,20.435,16.817,15.373
1447117200000,20.392,16.577,15.229
1447120800000,20.329,17.503,15.215
1447124400000,20.253,17.276,15.254
1447128000000,20.185,16.913,15.413
1447131600000,20.136,17.023,15.569
1447135200000,20.083,17.024,15.607
1447138800000,20.034,17.169,15.631
1447142400000,19.989,17.018,15.625
1447146000000,19.949,16.930,15.045
1447149600000,19.922,17.096,15.060
1447153200000,19.843,NaN,14.640
1447156800000,19.776,NaN,15.032
1447160400000,19.755,17.483,15.027
1447164000000,19.737,17.515,15.088
1447167600000,19.707,17.207,15.060
1447171200000,19.672,17.374,14.903
1447174800000,19.650,16.545,14.903
1447178400000,19.663,16.633,14.866
1447182000000,19.662,16.817,14.984
1447185600000,19.660,17.175,15.090
1447189200000,19.611,16.624,15.100
1447192800000,19.581,16.169,14.748
1447196400000,19.443,15.988,14.714
1447200000000,19.341,16.020,14.757
1447203600000,19.262,16.022,14.800
1447207200000,19.169,17.026,14.780
1447210800000,19.044,16.217,14.792
1447214400000,18.950,16.788,14.868
1447218000000,18.866,15.981,14.902
1447221600000,18.728,16.056,14.923
1447225200000,18.606,16.593,14.924
1447228800000,18.509,16.561,14.918
1447232400000,18.221,16.705,14.903
1447236000000,18.154,16.679,14.929
1447239600000,18.520,16.351,14.818
1447243200000,18.380,16.098,14.814
1447246800000,18.201,16.310,14.903
1447250400000,18.203,16.311,14.910
1447254000000,18.148,17.793,15.022
1447257600000,18.385,18.067,15.156
1447261200000,18.917,17.759,15.095
1447264800000,19.023,16.499,14.957
1447268400000,19.125,16.580,14.952
1447272000000,19.197,16.772,14.834
1447275600000,19.179,16.672,15.096
1447279200000,18.645,16.776,15.096
1447282800000,18.727,16.856,15.213
1447286400000,18.704,16.570,15.207
1447290000000,18.533,15.959,15.153
1447293600000,18.475,16.627,15.179
1447297200000,18.427,16.643,15.172
1447300800000,18.405,NaN,15.166
1447304400000,18.346,NaN,15.191
1447308000000,18.294,15.749,15.233
1447311600000,18.269,15.759,15.137
1447315200000,18.041,15.950,15.134
1447318800000,18.168,16.216,15.108
1447322400000,18.151,16.376,15.108
1447326000000,18.105,16.743,15.077
1447329600000,NaN,16.578,14.798
1447333200000,18.059,16.105,15.010
1447336800000,18.781,16.670,15.074
1447340400000,18.884,16.994,15.063
1447344000000,18.884,17.126,15.174
1447347600000,18.924,16.358,15.013
1447351200000,18.940,16.394,14.902
1447354800000,19.002,16.056,14.997
1447358400000,19.009,16.221,15.033
1447362000000,19.019,16.557,15.113
1447365600000,19.033,16.925,14.999
1447369200000,19.026,16.882,14.975
1447372800000,19.130,16.082,14.964
1447376400000,19.298,16.079,14.819
1447380000000,19.318,16.112,14.792
1447383600000,19.355,16.542,15.058
1447387200000,19.383,16.751,14.996
1447390800000,19.432,16.963,15.020
1447394400000,19.495,16.963,14.833
1447398000000,19.523,16.279,14.818
1447401600000,19.538,16.296,14.915
1447405200000,19.568,16.282,14.891
1447408800000,19.590,16.195,14.903
1447412400000,NaN,16.107,15.015
1447416000000,19.591,16.205,15.003
1447419600000,19.599,16.167,15.045
1447423200000,19.591,16.491,15.056
1447426800000,19.602,16.675,15.036
1447430400000,19.591,16.220,15.001
1447434000000,19.592,16.645,15.062
1447437600000,19.596,16.378,15.050
1447441200000,19.604,16.488,15.072
1447444800000,19.615,16.652,15.076
1447448400000,19.623,NaN,15.090
1447452000000,19.647,16.708,15.125
1447455600000,19.713,16.778,15.141
1447459200000,19.649,16.884,15.179
1447462800000,19.619,16.863,15.196
1447466400000,19.613,16.303,15.185
1447470000000,19.652,16.347,14.831
1447473600000,19.605,16.453,15.163
1447477200000,19.608,16.857,15.099
1447480800000,NaN,16.740,14.523
1447484400000,19.554,16.466,14.553
1447488000000,19.562,16.093,14.659
1447491600000,19.547,16.291,14.719
1447495200000,19.514,16.979,14.756
1447498800000,19.517,16.482,14.796
1447502400000,19.525,16.826,14.944
1447506000000,19.499,17.132,15.049
1447509600000,19.480,16.930,14.953
1447513200000,19.461,17.059,15.033
1447516800000,19.459,17.808,15.141
1447520400000,19.460,17.845,14.887
1447524000000,19.467,18.721,15.213
1447527600000,19.476,18.997,15.293
1447531200000,19.476,17.684,15.152
1447534800000,19.491,16.988,15.159
1447538400000,19.500,17.158,15.185
1447542000000,19.563,19.359,15.419
1447545600000,19.514,17.656,15.167
1447549200000,19.535,17.628,15.201
1447552800000,19.524,17.154,15.053
1447556400000,19.562,18.078,15.196
1447560000000,19.634,19.127,15.215
1447563600000,19.581,18.951,15.457
1447567200000,19.532,18.709,15.300
1447570800000,19.518,18.015,15.225
1447574400000,19.493,16.838,15.065
1447578000000,19.496,16.478,15.123
1447581600000,19.475,17.142,15.287
1447585200000,19.477,18.248,15.527
1447588800000,19.471,19.127,15.416
1447592400000,19.464,18.030,15.262
1447596000000,19.449,NaN,15.282
1447599600000,19.412,17.748,15.377
1447603200000,19.372,17.839,15.371
1447606800000,19.312,17.811,14.981
1447610400000,19.247,17.373,15.220
1447614000000,19.218,18.617,15.257
1447617600000,19.209,18.819,15.610
1447621200000,19.189,18.530,15.668
1447624800000,19.170,17.451,15.701
1447628400000,19.161,17.599,15.615
1447632000000,19.116,18.898,16.084
1447635600000,19.056,18.925,15.868
1447639200000,18.981,18.945,15.870
1447642800000,18.911,18.918,15.731
1447646400000,18.905,18.785,15.719
1447650000000,NaN,18.782,15.814
1447653600000,18.686,18.358,15.740
1447657200000,18.643,18.021,15.311
1447660800000,18.434,18.046,15.322
1447664400000,18.214,18.091,15.450
1447668000000,18.163,17.958,15.221
1447671600000,18.085,17.822,15.155
1447675200000,18.108,17.716,15.037
1447678800000,18.265,17.245,15.020
1447682400000,18.413,17.594,15.046
1447686000000,18.384,17.582,15.030
1447689600000,18.144,16.079,14.940
1447693200000,17.933,15.762,14.748
1447696800000,17.738,15.743,14.436
1447700400000,17.642,16.000,14.436
1447704000000,17.669,17.506,14.283
1447707600000,17.629,15.844,14.348
1447711200000,17.603,15.780,14.369
1447714800000,17.662,15.425,14.429
1447718400000,17.558,15.654,14.684
1447722000000,17.444,15.752,14.721
1447725600000,17.308,17.172,14.865
1447729200000,17.201,16.116,14.766
1447732800000,NaN,17.039,14.578
1447736400000,17.157,17.031,14.560
1447740000000,17.107,17.011,14.574
1447743600000,17.044,NaN,14.129
1447747200000,16.987,15.477,14.256
1447750800000,16.926,15.429,14.340
1447754400000,17.003,15.539,14.382
1447758000000,16.970,15.923,14.749
1447761600000,16.998,15.779,14.263
1447765200000,16.969,15.503,14.311
1447768800000,17.093,15.817,14.522
1447772400000,17.142,15.563,14.191
1447776000000,17.182,15.089,14.442
1447779600000,17.192,14.943,14.188
1447783200000,17.149,15.348,14.142
1447786800000,17.114,15.406,14.305
1447790400000,17.116,15.450,14.498
1447794000000,17.134,15.873,14.620
1447797600000,17.098,15.542,14.493
1447801200000,17.247,15.628,14.350
1447804800000,17.194,15.730,14.313
1447808400000,17.164,16.024,14.454
1447812000000,17.136,15.661,14.477
1447815600000,17.039,15.911,14.448
1447819200000,16.951,16.176,14.402
1447822800000,16.902,16.421,14.720
1447826400000,17.056,15.350,14.454
1447830000000,16.902,15.302,14.441
1447833600000,16.903,15.298,14.504
1447837200000,16.994,15.294,14.498
1447840800000,16.953,15.408,14.565
1447844400000,16.990,15.412,14.662
1447848000000,17.014,15.479,14.780
1447851600000,17.016,15.771,15.028
1447855200000,16.999,15.598,14.930
1447858800000,16.981,16.032,14.978
1447862400000,16.967,16.355,15.028
1447866000000,17.006,16.206,15.079
1447869600000,17.037,NaN,15.094
1447873200000,17.055,15.522,15.130
1447876800000,17.102,15.581,15.188
1447880400000,17.114,16.070,15.120
1447884000000,16.823,15.805,15.148
1447887600000,17.207,15.697,15.115
1447891200000,17.538,NaN,15.258
1447894800000,17.436,15.911,15.241
1447898400000,17.320,15.843,15.205
1447902000000,NaN,16.069,15.286
1447905600000,17.350,16.099,15.218
1447909200000,17.295,15.884,NaN
1447912800000,16.893,15.798,15.111
1447916400000,16.682,15.628,14.951
1447920000000,17.132,15.898,15.163
1447923600000,17.603,15.987,15.290
1447927200000,17.856,16.050,15.281
1447930800000,17.977,16.194,15.580
1447934400000,18.057,16.178,15.925
1447938000000,18.131,16.109,15.946
1447941600000,18.352,16.234,15.831
1447945200000,18.503,16.366,15.837
1447948800000,18.587,16.460,15.640
1447952400000,18.685,16.507,15.821
1447956000000,18.752,16.529,15.867
1447959600000,18.843,16.573,15.624
1447963200000,18.885,16.447,15.364
1447966800000,18.873,16.448,14.755
1447970400000,NaN,16.461,14.724
1447974000000,18.794,16.587,14.637
1447977600000,18.768,16.545,15.014
1447981200000,18.771,16.487,15.024
1447984800000,18.812,16.632,15.265
1447988400000,18.810,16.602,15.190
1447992000000,18.782,16.710,15.198
1447995600000,18.766,16.643,15.262
1447999200000,18.762,16.851,16.504
1448002800000,18.757,16.899,14.292
1448006400000,18.728,16.948,13.962
1448010000000,18.579,16.930,14.095
1448013600000,18.501,17.273,14.097
1448017200000,18.564,17.418,14.312
1448020800000,18.625,17.065,14.345
1448024400000,18.907,17.015,14.346
1448028000000,19.110,17.029,14.384
1448031600000,19.108,17.091,14.860
1448035200000,19.063,17.078,15.928
1448038800000,19.040,17.098,16.593
1448042400000,19.021,17.122,16.538
1448046000000,19.019,17.174,15.627
1448049600000,18.701,17.285,15.246
1448053200000,NaN,17.367,14.865
1448056800000,19.026,17.442,14.839
1448060400000,19.360,17.483,14.793
1448064000000,19.312,17.547,14.831
1448067600000,19.456,17.585,14.866
1448071200000,19.481,17.630,14.897
1448074800000,19.544,17.756,15.088
1448078400000,19.440,17.644,14.963
1448082000000,19.442,17.714,15.049
1448085600000,19.410,17.687,15.047
1448089200000,19.383,17.681,15.082
1448092800000,19.387,17.904,15.148
1448096400000,19.344,17.903,15.144
1448100000000,19.327,18.290,15.140
1448103600000,19.319,19.191,15.478
1448107200000,19.300,18.839,15.228
1448110800000,19.296,18.105,15.239
1448114400000,19.260,18.386,15.286
1448118000000,19.228,18.128,15.334
1448121600000,19.244,18.512,15.597
1448125200000,19.259,18.130,15.688
1448128800000,19.264,18.166,15.529
1448132400000,19.286,18.202,15.119
1448136000000,19.311,17.933,14.721
1448139600000,19.344,17.772,14.670
1448143200000,19.375,16.655,14.571
1448146800000,19.408,17.930,15.149
1448150400000,19.418,18.193,14.702
1448154000000,19.402,18.334,14.698
1448157600000,19.325,17.410,14.789
1448161200000,19.562,17.657,15.071
1448164800000,19.503,16.852,16.122
1448168400000,19.543,18.148,16.237
1448172000000,19.502,18.739,16.250
1448175600000,19.444,18.737,15.995
1448179200000,19.439,18.822,15.934
1448182800000,19.407,17.843,15.672
1448186400000,19.343,17.077,14.986
1448190000000,19.357,17.964,14.938
1448193600000,19.355,17.165,15.011
1448197200000,19.331,16.983,15.516
1448200800000,19.321,17.934,15.938
1448204400000,19.311,18.212,15.991
1448208000000,19.311,18.298,15.977
1448211600000,19.320,18.071,15.887
1448215200000,19.322,17.643,15.669
1448218800000,19.324,18.084,15.874
1448222400000,19.310,18.097,15.910
1448226000000,19.301,17.346,15.857
1448229600000,19.298,17.104,15.571
1448233200000,19.310,17.282,15.009
1448236800000,19.428,18.018,15.198
1448240400000,19.400,17.748,15.355
1448244000000,19.445,18.081,15.059
1448247600000,19.441,17.796,15.605
1448251200000,19.382,17.887,15.771
1448254800000,19.436,17.992,15.789
1448258400000,19.395,17.891,16.717
1448262000000,19.409,17.750,16.631
1448265600000,19.380,17.349,15.847
1448269200000,19.312,17.299,15.637
1448272800000,19.214,17.006,15.159
1448276400000,19.159,17.247,15.227
1448280000000,19.147,17.111,14.857
1448283600000,19.024,17.868,15.254
1448287200000,18.949,18.003,15.790
1448290800000,NaN,17.985,15.889
1448294400000,18.930,18.000,16.253
1448298000000,18.921,18.004,16.507
1448301600000,18.913,18.327,17.149
1448305200000,18.934,18.635,17.243
1448308800000,18.932,18.464,17.205
1448312400000,18.939,18.433,17.133
1448316000000,18.958,17.950,15.615
1448319600000,18.981,18.279,15.737
1448323200000,18.978,17.748,15.163
1448326800000,18.997,18.013,15.449
1448330400000,18.998,18.186,15.856
1448334000000,19.053,18.574,16.525
1448337600000,19.238,18.660,16.850
1448341200000,19.118,18.590,16.653
1448344800000,19.162,18.664,17.146
1448348400000,19.109,17.931,17.364
1448352000000,19.142,17.824,17.287
1448355600000,19.181,17.753,17.291
1448359200000,19.166,17.930,17.223
1448362800000,19.244,18.177,16.899
1448366400000,19.235,18.064,16.566
1448370000000,19.305,18.240,16.081
1448373600000,19.584,18.401,16.610
1448377200000,19.723,18.589,17.159
1448380800000,19.530,18.870,18.133
1448384400000,19.303,18.923,18.428
1448388000000,19.579,NaN,18.572
1448391600000,NaN,NaN,18.473
1448395200000,19.767,19.015,18.462
1448398800000,19.806,18.979,17.137
1448402400000,19.835,19.073,16.871
1448406000000,19.874,19.110,16.037
1448409600000,19.900,19.129,16.145
1448413200000,19.896,19.077,16.303
1448416800000,19.881,19.077,16.240
1448420400000,19.867,19.143,17.425
1448424000000,19.840,19.057,17.113
1448427600000,19.787,19.019,17.350
1448431200000,19.734,18.582,17.023
1448434800000,19.699,18.388,16.959
1448438400000,19.610,19.080,17.157
1448442000000,19.585,19.151,17.200
1448445600000,19.558,18.845,16.900
1448449200000,19.434,18.793,16.715
1448452800000,19.382,18.299,16.709
1448456400000,19.335,18.353,16.690
1448460000000,19.318,18.350,16.632
1448463600000,19.265,18.071,16.883
1448467200000,19.257,18.820,16.941
1448470800000,19.245,19.056,17.047
1448474400000,19.213,19.000,17.347
1448478000000,19.189,19.058,17.256
1448481600000,19.169,18.882,17.189
1448485200000,19.189,17.808,17.080
1448488800000,19.149,18.115,17.088
1448492400000,19.086,17.842,16.028
1448496000000,18.985,17.908,16.157
1448499600000,19.062,18.498,16.544
1448503200000,18.953,18.671,16.376
1448506800000,18.850,18.776,16.038
1448510400000,18.712,18.701,17.128
1448514000000,18.738,18.731,16.949
1448517600000,18.725,18.723,17.128
1448521200000,18.734,18.718,17.333
1448524800000,18.728,18.726,17.361
1448528400000,18.712,18.705,17.463
1448532000000,18.703,18.711,17.501
1448535600000,18.715,18.719,17.467
1448539200000,18.764,18.712,15.751
1448542800000,18.756,18.708,15.894
1448546400000,18.742,18.724,16.453
1448550000000,18.705,18.721,16.092
1448553600000,18.848,18.737,16.589
1448557200000,18.779,NaN,16.009
1448560800000,18.818,18.775,17.051
1448564400000,18.869,18.807,17.083
1448568000000,18.984,18.829,17.034
1448571600000,18.990,18.847,17.426
1448575200000,19.032,18.863,16.904
1448578800000,19.050,18.888,16.615
1448582400000,19.037,18.829,16.307
1448586000000,18.967,18.654,16.608
1448589600000,18.947,18.440,16.199
1448593200000,18.886,18.089,16.128
1448596800000,18.888,18.285,16.138
1448600400000,18.893,18.244,16.282
1448604000000,18.890,18.322,16.168
1448607600000,18.895,18.400,17.199
1448611200000,NaN,18.348,16.389
1448614800000,NaN,18.410,16.408
1448618400000,18.841,18.461,16.633
1448622000000,18.836,18.262,16.407
1448625600000,18.759,17.930,16.116
1448629200000,18.691,17.285,15.978
1448632800000,18.627,17.865,16.201
1448636400000,18.611,17.493,16.117
1448640000000,18.631,17.197,16.012
1448643600000,18.634,18.060,16.145
1448647200000,18.638,17.457,16.252
1448650800000,18.655,17.434,16.306
1448654400000,18.675,18.507,16.323
1448658000000,18.684,18.536,16.500
1448661600000,18.700,18.561,16.907
1448665200000,18.674,18.566,16.734
1448668800000,18.677,17.998,16.358
1448672400000,18.669,18.340,16.374
1448676000000,18.629,18.176,16.275
1448679600000,18.609,18.514,16.352
1448683200000,18.600,18.450,16.423
1448686800000,18.583,18.416,16.469
1448690400000,18.551,18.437,16.662
1448694000000,18.546,18.452,16.757
1448697600000,18.536,18.517,17.219
1448701200000,18.523,18.524,17.013
1448704800000,18.517,18.521,16.964
1448708400000,18.515,18.482,17.469
1448712000000,18.504,18.502,17.308
1448715600000,18.504,18.378,17.124
1448719200000,18.515,17.915,16.783
1448722800000,18.511,17.895,16.587
1448726400000,18.484,17.886,16.421
1448730000000,18.495,18.129,16.492
1448733600000,18.497,18.220,16.899
1448737200000,18.503,18.261,17.088
1448740800000,18.506,18.230,17.078
1448744400000,18.502,17.723,17.208
1448748000000,18.519,18.108,17.408
1448751600000,18.587,18.286,17.748
1448755200000,18.546,18.101,16.854
1448758800000,18.511,17.999,16.516
1448762400000,18.492,18.031,16.355
1448766000000,18.468,17.776,16.243
1448769600000,18.440,17.421,16.159
1448773200000,18.431,NaN,16.202
1448776800000,18.428,17.264,16.236
1448780400000,18.438,17.833,16.214
1448784000000,18.454,18.149,16.434
1448787600000,18.451,18.304,15.964
1448791200000,18.437,18.332,16.637
1448794800000,18.404,18.342,16.848
1448798400000,18.410,18.260,16.772
1448802000000,18.368,17.543,16.200
1448805600000,18.363,18.308,16.515
1448809200000,18.348,18.080,16.261
1448812800000,18.347,17.673,16.103
1448816400000,18.352,17.497,16.204
1448820000000,18.373,17.782,16.263
1448823600000,18.393,18.193,16.250
1448827200000,18.459,18.313,16.476
1448830800000,18.489,18.046,16.167
1448834400000,18.564,18.397,16.785
1448838000000,18.643,18.360,17.366
1448841600000,18.634,18.215,17.420
