Unix Time [GMT], T [C @ 5m], T [C @ 35m], T [C @ 60m]
1480273200000,16.980,14.068,12.150
1480276800000,17.086,13.891,12.185
1480280400000,17.038,13.570,12.217
1480284000000,16.972,13.583,12.159
1480287600000,16.850,13.759,12.118
1480291200000,16.690,13.644,11.958
1480294800000,16.628,13.318,11.674
1480298400000,16.582,12.646,11.400
1480302000000,16.554,12.884,11.256
1480305600000,16.483,12.720,11.270
1480309200000,16.451,12.829,11.336
1480312800000,16.424,12.707,11.551
1480316400000,16.405,12.629,11.634
1480320000000,16.331,12.772,11.847
1480323600000,16.289,12.866,11.619
1480327200000,16.233,13.128,11.853
1480330800000,16.145,12.909,11.753
1480334400000,16.110,13.044,11.778
1480338000000,16.110,12.755,11.815
1480341600000,16.169,12.687,11.582
1480345200000,16.172,12.733,11.521
1480348800000,16.198,13.012,11.433
1480352400000,16.260,13.329,11.568
1480356000000,16.319,13.461,11.728
1480359600000,16.369,13.761,11.828
1480363200000,16.468,13.984,11.895
1480366800000,16.811,14.037,11.951
1480370400000,16.825,13.378,11.910
1480374000000,17.049,13.360,11.822
1480377600000,16.783,13.232,11.795
1480381200000,16.849,13.065,11.650
1480384800000,16.549,12.717,11.844
1480388400000,16.547,12.770,11.826
1480392000000,16.444,12.980,11.771
1480395600000,16.397,13.318,11.793
1480399200000,16.343,13.393,11.856
1480402800000,16.336,13.505,12.099
1480406400000,NaN,NaN,NaN
1480410000000,16.447,13.703,12.083
1480413600000,16.750,13.905,11.946
1480417200000,16.899,13.880,11.986
1480420800000,17.013,13.684,12.235
1480424400000,17.127,13.810,12.108
1480428000000,17.184,13.656,11.904
1480431600000,17.214,13.560,11.846
1480435200000,17.211,12.894,11.523
1480438800000,17.212,13.211,11.582
1480442400000,17.277,13.438,11.793
1480446000000,17.365,14.091,11.941
1480449600000,17.430,14.199,12.275
1480453200000,17.474,14.132,12.343
1480456800000,17.462,13.624,12.292
1480460400000,17.576,13.701,12.323
1480464000000,17.576,13.688,12.196
1480467600000,17.532,13.668,12.178
1480471200000,17.493,13.926,12.167
1480474800000,17.440,14.014,11.749
1480478400000,17.390,13.990,11.475
1480482000000,17.361,14.236,11.561
1480485600000,17.321,14.381,11.569
1480489200000,17.317,14.363,11.874
1480492800000,17.310,14.333,11.913
1480496400000,17.265,14.294,12.120
1480500000000,17.238,14.238,12.029
1480503600000,17.243,14.388,12.572
1480507200000,17.235,14.216,12.568
1480510800000,17.195,13.474,11.815
1480514400000,17.153,13.382,11.686
1480518000000,17.130,13.674,11.710
1480521600000,17.117,14.067,11.604
1480525200000,17.111,13.725,11.554
1480528800000,17.125,13.881,11.932
1480532400000,17.137,14.120,11.953
1480536000000,17.147,14.252,12.327
1480539600000,17.176,14.347,12.383
1480543200000,17.177,14.371,12.595
1480546800000,17.218,14.659,12.361
1480550400000,17.197,14.575,12.330
1480554000000,17.199,14.051,12.532
1480557600000,17.227,13.557,12.308
1480561200000,17.206,13.524,11.700
1480564800000,17.216,13.141,11.652
1480568400000,17.199,13.475,11.653
1480572000000,17.186,14.302,11.706
1480575600000,17.163,14.403,11.879
1480579200000,17.131,14.368,12.074
1480582800000,17.121,14.264,12.134
1480586400000,17.108,14.334,12.201
1480590000000,17.106,14.369,12.288
1480593600000,17.094,14.480,12.151
1480597200000,17.082,13.991,11.760
1480600800000,17.078,14.040,11.735
1480604400000,17.066,13.795,11.724
1480608000000,17.055,13.572,11.719
1480611600000,17.058,14.128,11.869
1480615200000,17.066,14.386,11.940
1480618800000,17.093,14.409,12.006
1480622400000,17.087,13.918,12.323
1480626000000,17.108,13.701,12.318
1480629600000,17.204,13.502,12.312
1480633200000,17.168,14.597,12.286
1480636800000,17.163,14.571,12.403
1480640400000,17.162,14.430,12.248
1480644000000,17.140,13.528,12.186
1480647600000,17.113,13.661,11.922
1480651200000,17.096,13.520,11.753
1480654800000,17.071,13.974,11.499
1480658400000,17.065,14.246,11.783
1480662000000,17.060,14.183,11.794
1480665600000,17.046,14.481,11.981
1480669200000,17.047,14.363,12.307
1480672800000,17.063,15.013,12.627
1480676400000,17.037,14.975,12.602
1480680000000,17.033,14.094,12.128
1480683600000,17.018,14.207,11.814
1480687200000,16.999,14.819,11.881
1480690800000,16.968,14.269,12.061
1480694400000,16.911,13.519,11.877
1480698000000,16.906,13.234,11.691
1480701600000,16.892,13.181,11.718
1480705200000,NaN,NaN,NaN
1480708800000,16.861,13.480,11.957
1480712400000,16.867,13.934,12.079
1480716000000,16.879,14.119,12.221
1480719600000,16.883,14.014,12.473
1480723200000,16.875,13.869,11.973
1480726800000,16.820,14.327,12.486
1480730400000,16.800,14.775,12.185
1480734000000,16.756,14.322,11.418
1480737600000,16.763,13.877,11.617
1480741200000,16.708,13.569,11.360
1480744800000,16.666,13.432,11.535
1480748400000,16.660,13.211,11.726
1480752000000,16.604,12.759,11.688
1480755600000,16.573,13.203,11.607
1480759200000,16.535,13.318,11.573
1480762800000,16.505,13.805,11.846
1480766400000,16.519,13.914,12.126
1480770000000,16.529,13.405,12.154
1480773600000,16.515,13.069,11.350
1480777200000,16.518,13.751,11.326
1480780800000,16.515,13.139,11.288
1480784400000,16.508,12.900,11.252
1480788000000,16.528,12.806,11.273
1480791600000,16.538,14.446,11.232
1480795200000,16.561,14.516,11.403
1480798800000,16.568,14.465,11.690
1480802400000,16.588,12.637,11.737
1480806000000,16.593,12.953,11.740
1480809600000,16.575,13.642,11.747
1480813200000,16.598,16.114,11.773
1480816800000,16.583,15.432,11.675
1480820400000,16.553,13.871,11.623
1480824000000,16.517,13.281,11.629
1480827600000,16.527,12.535,11.454
1480831200000,16.518,12.533,11.189
1480834800000,16.512,12.207,11.315
1480838400000,16.504,12.504,11.461
1480842000000,16.505,12.435,11.493
1480845600000,16.508,12.495,11.542
1480849200000,16.493,12.467,11.815
1480852800000,16.494,12.494,11.763
1480856400000,16.485,12.544,11.871
1480860000000,16.481,12.564,11.896
1480863600000,16.472,13.709,11.824
1480867200000,16.438,12.501,11.836
1480870800000,16.426,12.517,11.514
1480874400000,16.442,12.575,11.557
1480878000000,16.468,12.861,11.542
1480881600000,16.584,12.952,11.605
1480885200000,16.613,13.543,11.618
1480888800000,16.598,12.896,11.528
1480892400000,16.579,12.788,11.325
1480896000000,16.616,13.620,11.588
1480899600000,16.544,13.384,11.740
1480903200000,16.524,13.367,11.914
1480906800000,16.590,13.465,11.899
1480910400000,16.555,12.943,12.130
1480914000000,16.372,12.496,12.105
1480917600000,16.528,12.693,12.150
1480921200000,16.463,12.580,11.970
1480924800000,16.453,13.104,12.014
1480928400000,16.406,13.519,11.945
1480932000000,16.442,13.217,11.785
1480935600000,16.465,12.659,11.668
1480939200000,16.452,13.044,11.735
1480942800000,16.457,13.234,11.877
1480946400000,16.450,15.130,11.719
1480950000000,16.431,15.451,11.899
1480953600000,16.381,13.237,12.102
1480957200000,16.385,12.831,12.052
1480960800000,16.409,13.195,11.816
1480964400000,16.469,13.461,11.882
1480968000000,16.478,12.998,11.484
1480971600000,16.459,12.704,11.454
1480975200000,16.477,12.651,11.438
1480978800000,16.484,12.678,11.550
1480982400000,16.495,13.280,11.645
1480986000000,16.469,13.932,11.638
1480989600000,16.421,13.167,11.721
1480993200000,16.362,13.497,11.838
1480996800000,16.332,13.659,12.058
1481000400000,16.319,13.122,12.271
1481004000000,16.307,13.486,11.952
1481007600000,16.317,13.568,11.878
1481011200000,16.317,13.882,11.549
1481014800000,16.310,14.132,11.499
1481018400000,16.301,14.155,11.460
1481022000000,16.338,14.511,11.720
1481025600000,16.343,13.593,11.659
1481029200000,16.339,13.948,11.600
1481032800000,16.318,15.161,11.647
1481036400000,16.321,13.275,11.661
1481040000000,16.324,13.322,11.983
1481043600000,16.337,13.275,12.025
1481047200000,16.363,13.314,11.986
1481050800000,16.397,13.181,11.962
1481054400000,16.418,13.366,11.563
1481058000000,16.453,13.590,11.647
1481061600000,16.500,13.805,11.886
1481065200000,16.546,13.854,11.712
1481068800000,16.562,13.778,11.738
1481072400000,16.476,13.524,11.777
1481076000000,16.538,13.389,11.696
1481079600000,16.507,14.108,11.856
1481083200000,16.499,14.908,12.420
1481086800000,16.500,13.905,12.252
1481090400000,16.493,13.302,11.942
1481094000000,16.493,13.812,11.490
1481097600000,16.499,13.430,11.298
1481101200000,16.499,13.241,11.550
1481104800000,16.490,13.574,11.669
1481108400000,16.450,13.699,11.808
1481112000000,16.386,13.565,11.942
1481115600000,16.211,13.609,12.353
1481119200000,16.078,13.672,11.998
1481122800000,16.051,13.594,11.934
1481126400000,16.022,13.827,11.899
1481130000000,16.052,14.050,11.837
1481133600000,16.063,13.490,11.921
1481137200000,16.076,13.291,11.886
1481140800000,16.126,14.067,11.878
1481144400000,16.177,14.101,11.739
1481148000000,16.308,13.622,11.671
1481151600000,16.225,13.824,11.657
1481155200000,16.215,13.652,11.808
1481158800000,16.156,13.478,11.847
1481162400000,16.195,14.405,12.083
1481166000000,16.159,14.890,12.287
1481169600000,16.140,14.854,12.343
1481173200000,16.115,13.763,12.218
1481176800000,16.082,13.856,12.165
1481180400000,16.073,14.101,11.735
1481184000000,16.073,13.742,11.790
1481187600000,16.077,14.080,11.687
1481191200000,16.077,14.475,11.710
1481194800000,16.088,14.551,11.822
1481198400000,16.130,14.806,11.816
1481202000000,16.159,14.060,12.047
1481205600000,16.243,13.726,12.014
1481209200000,16.240,13.604,11.597
1481212800000,16.347,13.484,12.027
1481216400000,16.268,13.761,12.113
1481220000000,NaN,NaN,NaN
1481223600000,16.241,13.599,11.943
1481227200000,16.259,13.814,12.009
1481230800000,16.171,13.791,11.833
1481234400000,16.160,14.098,11.980
1481238000000,16.293,13.771,11.677
1481241600000,16.291,13.410,11.784
1481245200000,16.136,13.424,11.792
1481248800000,16.105,14.366,11.803
1481252400000,16.041,14.534,11.867
1481256000000,16.021,13.961,11.798
1481259600000,15.991,14.431,11.900
1481263200000,16.003,14.771,12.065
1481266800000,16.008,14.160,12.025
1481270400000,16.002,13.830,12.052
1481274000000,15.985,13.725,11.850
1481277600000,16.072,13.301,11.729
1481281200000,16.072,14.107,11.825
1481284800000,16.017,14.293,12.013
1481288400000,15.966,13.531,11.847
1481292000000,15.934,13.509,11.868
1481295600000,15.913,12.951,12.064
1481299200000,15.900,13.102,11.982
1481302800000,15.904,13.765,11.943
1481306400000,15.905,13.928,11.692
1481310000000,15.909,13.854,12.096
1481313600000,15.911,14.136,11.959
1481317200000,15.905,13.547,12.045
1481320800000,15.902,13.408,11.951
1481324400000,15.911,14.321,11.989
1481328000000,15.910,14.259,11.525
1481331600000,15.920,13.877,11.811
1481335200000,15.915,13.726,11.477
1481338800000,15.942,14.414,11.627
1481342400000,15.934,13.292,11.932
1481346000000,15.917,14.198,11.863
1481349600000,15.903,13.589,11.805
1481353200000,15.957,13.211,11.914
1481356800000,16.067,13.329,11.890
1481360400000,16.064,13.285,11.900
1481364000000,16.102,13.323,11.891
1481367600000,16.106,14.034,11.898
1481371200000,16.030,13.194,11.845
1481374800000,15.995,13.138,11.736
1481378400000,16.097,13.889,11.577
1481382000000,15.937,14.020,11.521
1481385600000,15.926,13.477,11.731
1481389200000,15.927,13.855,11.785
1481392800000,15.936,13.442,11.876
1481396400000,15.928,14.377,11.721
1481400000000,15.913,13.979,11.763
1481403600000,15.940,13.580,11.917
1481407200000,15.957,13.302,11.751
1481410800000,15.954,14.162,11.680
1481414400000,15.945,13.280,11.721
1481418000000,15.944,13.260,11.643
1481421600000,15.969,13.544,11.805
1481425200000,16.030,13.185,11.687
1481428800000,16.051,13.008,11.694
1481432400000,16.063,13.291,11.580
1481436000000,16.114,12.997,11.668
1481439600000,16.081,13.015,11.819
1481443200000,16.074,14.246,11.843
1481446800000,16.046,13.934,11.741
1481450400000,16.124,13.301,11.807
1481454000000,16.306,13.722,11.980
1481457600000,16.437,13.643,11.758
1481461200000,16.409,13.601,11.617
1481464800000,16.362,13.643,11.912
1481468400000,16.426,13.672,12.050
1481472000000,16.507,14.311,12.011
1481475600000,16.450,14.873,12.000
1481479200000,16.515,13.830,11.879
1481482800000,16.644,14.227,11.970
1481486400000,16.659,15.222,11.922
1481490000000,16.648,14.343,11.955
1481493600000,16.706,13.751,11.954
1481497200000,16.850,13.884,11.750
1481500800000,16.862,14.118,11.761
1481504400000,16.929,13.616,11.795
1481508000000,16.741,13.538,11.761
1481511600000,16.823,12.512,11.743
1481515200000,16.882,13.487,11.677
1481518800000,16.867,12.953,11.741
1481522400000,16.794,14.051,11.539
1481526000000,16.934,13.330,11.902
1481529600000,16.931,13.323,11.976
1481533200000,16.911,13.367,12.098
1481536800000,16.863,13.181,12.012
1481540400000,16.743,13.320,11.836
1481544000000,NaN,NaN,NaN
1481547600000,16.706,13.921,11.434
1481551200000,16.732,13.404,11.714
1481554800000,16.788,13.242,11.887
1481558400000,16.811,12.987,11.982
1481562000000,16.783,13.577,11.995
1481565600000,16.759,13.852,11.898
1481569200000,16.535,13.866,11.731
1481572800000,16.307,13.644,11.796
1481576400000,16.366,13.933,11.968
1481580000000,16.229,13.554,11.754
1481583600000,16.188,13.709,11.857
1481587200000,16.083,13.059,11.900
1481590800000,16.052,12.827,11.862
1481594400000,16.197,12.837,11.796
1481598000000,16.241,12.680,11.873
1481601600000,16.240,13.398,11.677
1481605200000,16.225,13.367,11.417
1481608800000,16.224,12.437,11.524
1481612400000,16.216,13.515,11.845
1481616000000,16.192,14.177,11.854
1481619600000,16.186,13.608,12.042
1481623200000,16.190,13.790,11.942
1481626800000,16.183,13.895,11.862
1481630400000,16.179,13.377,11.794
1481634000000,16.176,14.248,11.683
1481637600000,16.181,14.148,11.663
1481641200000,16.190,13.547,11.281
1481644800000,16.183,13.460,11.784
1481648400000,16.202,13.523,11.880
1481652000000,16.437,12.999,11.789
1481655600000,16.490,13.617,11.538
1481659200000,16.451,13.369,11.780
1481662800000,16.425,14.017,11.804
1481666400000,16.508,14.414,11.781
1481670000000,16.526,14.275,11.911
1481673600000,16.549,13.872,11.871
1481677200000,16.567,13.699,11.683
1481680800000,16.415,13.172,11.795
1481684400000,16.310,13.086,11.762
1481688000000,16.245,13.307,11.567
1481691600000,16.215,12.725,11.618
1481695200000,16.219,13.115,11.339
1481698800000,16.222,12.945,11.537
1481702400000,16.210,13.379,11.458
1481706000000,16.192,13.517,11.467
1481709600000,16.166,13.350,11.576
1481713200000,16.102,13.094,11.410
1481716800000,16.100,13.223,11.462
1481720400000,16.051,12.391,11.425
1481724000000,16.022,13.552,11.335
1481727600000,16.250,12.452,11.367
1481731200000,16.296,12.726,11.172
1481734800000,16.308,13.422,11.353
1481738400000,16.299,14.768,11.747
1481742000000,16.172,13.578,11.652
1481745600000,16.118,14.507,11.700
1481749200000,16.202,14.280,11.947
1481752800000,16.218,14.350,11.996
1481756400000,16.286,14.335,11.732
1481760000000,16.454,14.534,11.341
1481763600000,16.497,13.050,11.394
1481767200000,16.527,13.029,11.359
1481770800000,16.439,13.551,11.497
1481774400000,16.364,12.333,11.472
1481778000000,16.296,13.205,11.424
1481781600000,16.429,13.687,11.584
1481785200000,16.444,13.351,11.587
1481788800000,16.438,13.133,11.455
1481792400000,16.438,13.296,11.488
1481796000000,16.401,13.394,11.396
1481799600000,16.384,13.549,11.426
1481803200000,16.445,13.130,11.296
1481806800000,16.461,13.015,11.272
1481810400000,16.462,12.871,11.052
1481814000000,16.448,12.650,10.850
1481817600000,16.360,11.881,10.948
1481821200000,16.383,12.426,10.951
1481824800000,16.357,12.869,10.958
1481828400000,16.329,12.811,11.458
1481832000000,16.307,13.006,11.621
1481835600000,16.275,13.521,11.581
1481839200000,16.250,13.221,11.475
1481842800000,16.254,13.309,11.489
1481846400000,16.193,13.063,11.279
1481850000000,16.179,12.987,11.309
1481853600000,16.156,13.425,11.192
1481857200000,16.158,12.899,11.141
1481860800000,16.155,12.183,11.156
1481864400000,16.156,12.061,11.090
1481868000000,16.132,12.459,10.871
1481871600000,16.100,12.933,11.095
1481875200000,16.047,12.967,11.185
1481878800000,16.032,13.133,11.259
1481882400000,16.023,13.435,11.392
1481886000000,16.048,13.340,11.678
1481889600000,16.044,13.362,11.502
1481893200000,16.027,13.330,11.708
1481896800000,15.998,13.354,11.305
1481900400000,15.968,12.518,11.286
1481904000000,15.978,12.742,11.072
1481907600000,15.998,12.199,11.297
1481911200000,15.998,12.829,10.972
1481914800000,15.996,12.940,11.174
1481918400000,15.988,13.724,11.168
1481922000000,15.971,13.659,11.112
1481925600000,15.969,13.780,11.101
1481929200000,15.959,13.330,11.320
1481932800000,15.912,13.597,11.537
1481936400000,15.881,13.276,11.710
1481940000000,15.886,13.338,11.554
1481943600000,15.873,12.036,11.486
1481947200000,15.804,12.226,11.176
1481950800000,15.721,12.051,11.039
1481954400000,15.628,11.891,10.727
1481958000000,15.504,12.375,10.910
1481961600000,15.410,12.334,11.074
1481965200000,15.349,11.975,10.763
1481968800000,15.290,12.393,10.736
1481972400000,15.323,12.319,10.685
1481976000000,15.315,12.057,10.675
1481979600000,15.370,11.939,11.184
1481983200000,15.315,11.766,11.024
1481986800000,15.308,11.679,11.050
1481990400000,15.313,11.763,10.957
1481994000000,15.292,11.660,10.950
1481997600000,15.234,11.819,10.940
1482001200000,15.281,11.975,10.960
1482004800000,15.281,12.073,11.190
1482008400000,15.331,12.157,11.019
1482012000000,15.297,12.293,10.926
1482015600000,15.326,13.183,10.893
1482019200000,15.202,12.624,11.156
1482022800000,15.318,12.499,11.355
1482026400000,15.047,12.323,11.383
1482030000000,15.170,12.155,11.672
1482033600000,15.247,12.069,11.396
1482037200000,15.246,12.054,11.017
1482040800000,15.127,12.217,10.932
1482044400000,14.954,11.988,10.919
1482048000000,14.962,12.211,10.896
1482051600000,14.933,12.293,10.896
1482055200000,14.918,12.226,10.810
1482058800000,14.877,12.196,10.924
1482062400000,14.839,12.216,11.057
1482066000000,14.802,12.466,11.331
1482069600000,14.800,12.267,11.192
1482073200000,14.771,12.410,11.213
1482076800000,14.756,12.189,11.288
1482080400000,14.741,12.261,11.093
1482084000000,14.761,12.138,11.081
1482087600000,14.769,12.020,10.948
1482091200000,14.809,12.211,11.310
1482094800000,14.883,12.041,11.219
1482098400000,14.800,12.172,11.223
1482102000000,14.759,12.858,11.300
1482105600000,14.672,13.285,11.556
1482109200000,14.714,13.011,11.599
1482112800000,14.824,12.694,11.592
1482116400000,14.707,12.368,11.174
1482120000000,14.591,12.209,11.348
1482123600000,14.587,12.603,11.395
1482127200000,14.592,12.225,11.281
1482130800000,14.593,12.365,11.060
1482134400000,14.578,12.637,11.000
1482138000000,14.578,12.485,11.017
1482141600000,14.599,12.434,11.105
1482145200000,14.612,12.218,11.171
1482148800000,14.613,11.977,11.211
1482152400000,14.592,12.283,11.311
1482156000000,14.474,12.403,11.592
1482159600000,14.434,12.897,11.455
1482163200000,14.478,12.634,11.325
1482166800000,14.489,12.460,11.304
1482170400000,14.518,12.204,11.269
1482174000000,14.526,12.111,11.169
1482177600000,14.548,11.954,11.121
1482181200000,14.568,12.338,11.187
1482184800000,14.580,12.485,11.380
1482188400000,14.626,12.887,11.383
1482192000000,14.668,13.192,11.433
1482195600000,14.735,13.112,11.572
1482199200000,14.535,12.640,11.584
1482202800000,14.702,12.429,11.411
1482206400000,14.419,12.493,11.416
1482210000000,14.372,12.447,11.406
1482213600000,14.645,12.519,11.396
1482217200000,14.662,12.491,11.351
1482220800000,14.694,12.934,11.367
1482224400000,14.643,12.670,11.145
1482228000000,14.647,12.517,11.061
1482231600000,14.556,12.377,11.225
1482235200000,14.289,12.359,11.376
1482238800000,14.193,12.573,11.484
1482242400000,14.254,12.896,11.507
1482246000000,14.207,12.480,11.428
1482249600000,14.299,13.320,11.558
1482253200000,14.371,12.461,11.518
1482256800000,14.451,12.353,11.427
1482260400000,14.354,11.928,11.162
1482264000000,14.267,11.844,11.340
1482267600000,14.135,11.947,11.341
1482271200000,14.255,12.640,11.352
1482274800000,14.188,13.273,11.394
1482278400000,14.188,12.702,11.361
1482282000000,14.106,12.854,11.290
1482285600000,13.810,12.406,11.535
1482289200000,13.948,12.204,11.482
1482292800000,13.923,12.203,11.378
1482296400000,14.265,12.143,11.378
1482300000000,14.223,12.343,11.539
1482303600000,14.470,12.223,11.391
1482307200000,14.106,11.749,11.334
1482310800000,14.077,12.036,11.256
1482314400000,13.993,12.097,11.007
1482318000000,13.942,12.241,11.209
1482321600000,13.797,12.112,11.289
1482325200000,13.729,12.100,11.354
1482328800000,13.778,12.677,11.579
1482332400000,13.883,12.297,11.595
1482336000000,13.935,12.361,11.496
1482339600000,14.048,12.303,11.514
1482343200000,14.180,12.324,11.339
1482346800000,14.171,12.311,11.541
1482350400000,14.232,12.312,11.139
1482354000000,14.103,12.302,11.053
1482357600000,14.072,NaN,NaN
1482361200000,NaN,12.295,11.294
1482364800000,14.104,12.406,11.556
1482368400000,14.063,12.875,11.577
1482372000000,14.211,12.801,11.605
1482375600000,14.045,12.696,11.630
1482379200000,14.027,12.199,11.519
1482382800000,14.108,12.020,11.168
1482386400000,14.231,12.302,11.204
1482390000000,14.291,12.357,11.468
1482393600000,14.305,12.219,11.444
1482397200000,14.340,12.409,11.337
1482400800000,14.219,12.090,11.492
1482404400000,14.498,12.281,11.541
1482408000000,14.294,12.385,11.638
1482411600000,14.269,12.777,11.687
1482415200000,14.531,12.674,11.410
1482418800000,14.570,12.538,11.471
1482422400000,14.412,12.943,11.381
1482426000000,14.408,13.147,11.590
1482429600000,14.417,12.875,11.281
1482433200000,14.526,13.103,11.435
1482436800000,14.531,12.886,11.384
1482440400000,14.468,13.114,11.357
1482444000000,14.467,13.164,11.446
1482447600000,14.577,13.236,11.574
1482451200000,14.546,13.707,11.708
1482454800000,14.657,13.776,11.751
1482458400000,14.666,13.221,11.262
1482462000000,14.624,13.294,11.593
1482465600000,14.598,12.564,11.815
1482469200000,14.576,12.554,11.812
1482472800000,14.784,12.775,11.432
1482476400000,14.531,12.632,11.677
1482480000000,14.621,12.981,11.647
1482483600000,14.621,12.712,11.634
1482487200000,14.649,13.469,11.543
1482490800000,14.646,13.471,11.646
1482494400000,14.688,14.059,11.977
1482498000000,14.659,13.451,12.135
1482501600000,14.565,13.374,12.114
1482505200000,14.492,13.529,12.142
1482508800000,14.459,13.432,12.089
1482512400000,14.600,13.737,11.966
1482516000000,14.802,14.176,12.144
1482519600000,14.966,14.245,11.826
1482523200000,15.078,14.114,12.041
1482526800000,14.814,13.481,11.680
1482530400000,14.854,13.008,11.810
1482534000000,15.091,13.290,11.791
1482537600000,14.942,13.376,11.810
1482541200000,14.756,13.522,11.830
1482544800000,14.772,13.427,12.023
1482548400000,14.661,13.427,12.239
1482552000000,14.544,13.383,12.068
1482555600000,14.398,13.697,12.158
1482559200000,14.434,13.743,12.165
1482562800000,14.421,13.885,12.151
1482566400000,14.390,14.478,12.203
1482570000000,14.418,14.498,12.358
1482573600000,14.556,14.217,12.349
1482577200000,14.828,14.429,12.096
1482580800000,14.990,14.354,12.147
1482584400000,15.000,14.176,12.305
1482588000000,15.005,14.100,12.215
1482591600000,14.964,14.139,12.253
1482595200000,14.925,14.278,12.704
1482598800000,14.842,14.139,12.453
1482602400000,14.817,13.900,12.536
1482606000000,14.801,13.862,12.475
1482609600000,14.807,14.241,12.440
1482613200000,14.752,13.500,12.616
1482616800000,14.732,13.866,12.449
1482620400000,14.709,13.487,11.879
1482624000000,14.695,13.762,12.070
1482627600000,14.643,13.904,12.277
1482631200000,14.570,14.053,12.069
1482634800000,NaN,NaN,NaN
1482638400000,14.499,14.495,12.098
1482642000000,14.527,14.303,12.031
1482645600000,14.505,13.729,11.925
1482649200000,NaN,NaN,NaN
1482652800000,14.561,13.272,11.716
1482656400000,14.569,12.925,11.658
1482660000000,14.518,13.048,11.838
1482663600000,14.388,13.060,12.220
1482667200000,14.472,12.979,12.167
1482670800000,14.504,12.868,12.100
1482674400000,14.484,13.034,12.099
1482678000000,14.485,12.871,11.907
1482681600000,14.486,13.205,12.147
1482685200000,14.490,13.272,12.285
1482688800000,14.481,13.471,12.481
1482692400000,14.478,13.377,12.457
1482696000000,14.507,13.812,12.565
1482699600000,14.529,13.322,12.326
1482703200000,14.534,13.772,12.160
1482706800000,14.521,13.388,12.216
1482710400000,14.525,13.498,11.841
1482714000000,14.507,13.573,12.223
1482717600000,14.239,13.703,12.635
1482721200000,14.455,13.457,12.240
1482724800000,14.546,13.307,12.483
1482728400000,14.628,13.154,12.154
1482732000000,14.601,13.198,12.274
1482735600000,14.537,13.303,12.067
1482739200000,14.528,13.497,12.365
1482742800000,14.624,14.038,12.421
1482746400000,14.650,13.277,12.741
1482750000000,14.713,13.456,12.655
1482753600000,NaN,NaN,NaN
1482757200000,14.718,13.571,12.456
1482760800000,14.730,13.455,12.378
1482764400000,14.663,13.282,12.493
1482768000000,14.682,13.508,12.463
1482771600000,14.686,13.456,12.900
1482775200000,14.690,13.496,12.938
1482778800000,14.689,13.796,12.650
1482782400000,14.698,13.559,12.669
1482786000000,14.691,13.742,12.623
1482789600000,14.668,14.090,12.795
1482793200000,14.704,13.613,12.648
1482796800000,14.720,13.298,12.095
1482800400000,14.733,13.944,12.143
1482804000000,14.571,14.275,12.000
1482807600000,14.568,14.395,12.036
1482811200000,14.504,13.514,12.186
1482814800000,14.481,13.465,12.149
1482818400000,14.499,13.278,12.198
1482822000000,14.492,13.192,12.217
1482825600000,14.435,13.254,12.464
1482829200000,14.491,13.438,12.481
1482832800000,14.455,14.126,12.722
1482836400000,14.475,13.752,12.699
1482840000000,14.533,13.647,12.560
1482843600000,14.508,13.654,12.334
1482847200000,14.521,13.478,12.484
1482850800000,14.513,13.886,12.853
1482854400000,14.315,13.415,12.901
1482858000000,14.459,13.775,12.848
1482861600000,14.361,13.948,13.021
1482865200000,14.335,14.027,13.072
1482868800000,14.258,13.923,13.079
1482872400000,14.232,13.903,12.792
1482876000000,14.314,14.380,12.926
1482879600000,14.368,14.365,12.947
1482883200000,14.355,14.088,12.300
1482886800000,14.380,14.012,12.090
1482890400000,14.358,14.355,12.358
1482894000000,14.335,14.415,12.396
1482897600000,14.434,14.290,12.497
1482901200000,14.392,13.793,12.375
1482904800000,14.406,13.856,12.582
1482908400000,14.406,12.868,12.346
1482912000000,14.377,13.476,12.336
1482915600000,14.443,13.700,12.194
1482919200000,14.446,14.344,12.609
1482922800000,14.430,14.281,12.722
1482926400000,14.402,13.947,12.815
1482930000000,14.370,13.169,12.504
1482933600000,14.404,13.432,12.137
1482937200000,14.714,13.347,11.883
1482940800000,14.790,13.325,11.652
1482944400000,14.783,13.865,11.959
1482948000000,15.001,13.855,12.523
1482951600000,15.083,14.240,12.295
1482955200000,15.055,14.289,12.353
1482958800000,15.339,14.349,12.576
1482962400000,15.349,13.506,12.079
1482966000000,15.394,14.459,12.594
1482969600000,15.383,13.766,11.974
1482973200000,15.376,13.685,11.894
1482976800000,15.394,13.945,11.102
1482980400000,15.397,14.264,10.977
1482984000000,15.383,13.962,11.573
1482987600000,15.290,13.582,11.631
1482991200000,15.296,13.469,11.711
1482994800000,15.068,13.345,11.972
1482998400000,15.030,13.314,11.477
1483002000000,14.817,12.976,11.870
1483005600000,14.653,14.292,12.093
1483009200000,14.475,14.071,12.305
1483012800000,14.350,13.317,12.063
1483016400000,14.273,12.484,11.646
1483020000000,14.360,13.132,11.425
1483023600000,14.321,13.583,11.292
1483027200000,14.449,12.947,11.251
1483030800000,14.479,13.454,11.277
1483034400000,14.493,13.698,11.690
1483038000000,14.570,13.805,12.024
1483041600000,14.535,13.395,11.881
1483045200000,14.629,13.390,11.900
1483048800000,14.290,13.999,11.999
1483052400000,14.202,13.697,12.090
1483056000000,14.186,13.982,12.745
1483059600000,14.195,13.048,11.875
