Unix Time [GMT], T [C @ 5m], T [C @ 35m], T [C @ 60m]
1483063200000,14.287,13.073,11.817
1483066800000,14.321,13.249,11.534
1483070400000,14.269,13.385,11.783
1483074000000,14.143,13.594,11.535
1483077600000,14.175,13.727,11.495
1483081200000,14.187,13.771,11.630
1483084800000,14.173,13.553,11.777
1483088400000,14.201,13.713,12.035
1483092000000,14.130,13.284,12.109
1483095600000,14.129,13.758,12.162
1483099200000,14.156,13.764,12.270
1483102800000,14.102,13.790,12.255
1483106400000,14.131,13.382,11.902
1483110000000,14.157,13.401,11.740
1483113600000,14.316,13.385,11.646
1483117200000,14.381,13.492,11.783
1483120800000,14.400,13.349,11.634
1483124400000,14.366,13.686,11.785
1483128000000,14.404,13.368,11.858
1483131600000,14.495,13.175,12.326
1483135200000,14.444,13.154,12.238
1483138800000,14.514,13.713,12.557
1483142400000,14.438,14.251,12.533
1483146000000,14.460,14.030,12.349
1483149600000,14.469,13.505,11.931
1483153200000,14.505,13.233,11.664
1483156800000,14.512,13.056,11.578
1483160400000,14.438,13.117,11.587
1483164000000,14.575,13.384,11.553
1483167600000,14.533,13.678,11.711
1483171200000,14.609,13.650,11.576
1483174800000,14.551,13.841,11.435
1483178400000,14.426,13.725,11.445
1483182000000,14.383,13.384,11.676
1483185600000,14.353,13.793,11.936
1483189200000,14.370,13.508,11.880
1483192800000,14.303,13.322,11.865
1483196400000,14.398,12.933,11.549
1483200000000,14.397,12.790,11.596
1483203600000,14.414,12.746,11.725
1483207200000,14.441,13.114,11.631
1483210800000,14.488,13.208,11.935
1483214400000,14.640,13.184,11.773
1483218000000,14.859,13.206,12.048
1483221600000,14.639,13.408,12.123
1483225200000,14.718,14.259,12.465
1483228800000,15.044,13.938,12.548
1483232400000,15.233,13.873,12.612
1483236000000,15.264,13.725,12.168
1483239600000,15.268,13.491,11.932
1483243200000,15.312,12.851,11.698
1483246800000,15.281,12.794,11.540
1483250400000,15.265,12.718,11.564
1483254000000,NaN,NaN,NaN
1483257600000,15.289,12.812,11.797
1483261200000,15.327,12.984,11.892
1483264800000,15.332,12.983,12.013
1483268400000,15.361,13.684,12.168
1483272000000,15.351,13.834,12.307
1483275600000,15.335,13.215,12.368
1483279200000,15.300,13.303,12.038
1483282800000,15.271,13.234,11.811
1483286400000,15.264,13.152,11.742
1483290000000,15.272,13.043,12.262
1483293600000,15.316,12.839,12.023
1483297200000,15.365,12.942,12.089
1483300800000,15.417,12.872,12.017
1483304400000,15.460,13.099,12.146
1483308000000,15.492,13.249,12.186
1483311600000,15.392,13.155,12.263
1483315200000,15.415,13.830,12.467
1483318800000,15.467,13.813,12.567
1483322400000,15.450,13.982,12.540
1483326000000,15.442,14.038,12.115
1483329600000,15.418,13.282,12.285
1483333200000,15.413,12.871,11.881
1483336800000,15.410,12.536,11.815
1483340400000,15.341,12.585,11.682
1483344000000,15.339,12.915,11.660
1483347600000,15.329,12.755,11.596
1483351200000,15.311,12.747,11.775
1483354800000,15.279,12.855,12.050
1483358400000,15.253,14.208,12.169
1483362000000,15.261,14.050,12.286
1483365600000,15.242,13.499,12.328
1483369200000,15.239,13.644,12.425
1483372800000,15.238,13.663,12.335
1483376400000,15.238,12.973,12.281
1483380000000,15.228,12.767,11.947
1483383600000,15.245,12.884,11.968
1483387200000,15.268,13.554,11.951
1483390800000,15.266,13.986,12.037
1483394400000,15.225,13.901,12.197
1483398000000,15.139,14.074,12.432
1483401600000,15.112,14.089,12.665
1483405200000,15.089,13.874,12.694
1483408800000,15.089,13.840,12.742
1483412400000,15.075,13.747,12.651
1483416000000,15.080,13.466,12.481
1483419600000,15.064,13.145,12.289
1483423200000,15.054,13.064,12.123
1483426800000,15.068,13.086,12.102
1483430400000,15.058,13.200,11.770
1483434000000,15.077,12.933,11.612
1483437600000,15.093,12.943,11.878
1483441200000,15.099,13.323,12.216
1483444800000,14.995,13.100,12.386
1483448400000,14.955,13.717,12.607
1483452000000,15.000,14.051,12.889
1483455600000,15.008,14.619,13.033
1483459200000,15.030,13.337,12.757
1483462800000,15.011,13.272,12.178
1483466400000,15.030,13.182,12.158
1483470000000,15.095,13.296,11.982
1483473600000,15.112,13.533,11.922
1483477200000,14.980,13.949,11.922
1483480800000,15.064,14.320,12.041
1483484400000,15.006,14.223,12.238
1483488000000,14.854,14.262,12.215
1483491600000,14.917,14.410,12.070
1483495200000,14.915,14.180,11.927
1483498800000,14.895,14.170,11.677
1483502400000,14.885,13.627,11.748
1483506000000,14.880,13.298,11.828
1483509600000,14.951,13.037,11.804
1483513200000,15.025,13.615,11.899
1483516800000,15.048,13.672,11.624
1483520400000,15.027,13.414,11.631
1483524000000,15.057,13.162,11.739
1483527600000,15.058,13.365,12.085
1483531200000,15.020,13.961,12.307
1483534800000,14.972,14.259,12.904
1483538400000,14.931,14.363,12.914
1483542000000,14.875,14.608,12.800
1483545600000,14.838,14.040,12.229
1483549200000,14.858,13.589,11.951
1483552800000,14.873,13.548,11.554
1483556400000,14.869,13.576,11.486
1483560000000,14.851,13.784,11.617
1483563600000,14.914,13.868,11.612
1483567200000,14.845,13.815,11.949
1483570800000,14.916,14.051,12.161
1483574400000,14.897,14.037,12.513
1483578000000,14.915,13.998,12.591
1483581600000,14.884,13.703,12.570
1483585200000,14.894,13.865,12.397
1483588800000,14.909,13.537,12.215
1483592400000,14.924,13.654,12.130
1483596000000,14.916,13.644,12.506
1483599600000,14.907,13.379,12.028
1483603200000,14.899,13.443,12.260
1483606800000,14.916,13.475,11.976
1483610400000,14.909,13.477,12.207
1483614000000,14.862,13.468,12.213
1483617600000,14.852,13.524,12.310
1483621200000,14.852,13.487,12.777
1483624800000,14.945,13.554,13.113
1483628400000,14.956,14.123,13.296
1483632000000,15.007,13.927,13.016
1483635600000,14.969,13.834,12.973
1483639200000,14.968,14.057,12.358
1483642800000,14.977,14.034,12.467
1483646400000,15.016,14.250,12.482
1483650000000,15.001,14.493,12.290
1483653600000,14.933,14.040,12.139
1483657200000,14.959,13.932,12.165
1483660800000,15.004,14.586,12.322
1483664400000,14.946,14.457,13.004
1483668000000,14.930,14.140,12.709
1483671600000,14.956,14.188,12.720
1483675200000,14.960,14.661,12.736
1483678800000,14.989,14.510,12.412
1483682400000,14.977,14.149,12.588
1483686000000,14.983,13.765,12.662
1483689600000,14.944,13.717,12.627
1483693200000,14.957,13.777,12.653
1483696800000,14.934,13.242,12.509
1483700400000,14.917,13.892,12.025
1483704000000,14.894,13.890,12.107
1483707600000,14.879,13.866,12.414
1483711200000,14.874,13.768,12.704
1483714800000,14.852,13.913,12.726
1483718400000,14.848,14.463,12.706
1483722000000,14.853,14.125,12.532
1483725600000,14.863,14.150,12.286
1483729200000,14.889,14.245,12.460
1483732800000,14.885,14.271,12.187
1483736400000,14.998,14.295,12.589
1483740000000,15.060,14.331,12.264
1483743600000,15.085,14.321,12.278
1483747200000,15.027,14.165,12.245
1483750800000,15.026,14.373,12.371
1483754400000,15.020,14.394,12.527
1483758000000,15.093,14.387,12.575
1483761600000,15.108,14.438,12.660
1483765200000,15.107,14.566,12.687
1483768800000,15.100,14.530,12.759
1483772400000,15.076,14.531,12.226
1483776000000,15.058,14.001,12.254
1483779600000,15.039,13.837,12.066
1483783200000,15.025,14.352,12.061
1483786800000,15.029,14.561,12.495
1483790400000,NaN,NaN,NaN
1483794000000,15.004,14.378,12.227
1483797600000,15.000,14.524,12.230
1483801200000,14.998,14.490,12.056
1483804800000,14.997,14.660,12.330
1483808400000,15.003,14.659,12.595
1483812000000,15.036,14.438,12.968
1483815600000,15.034,14.371,12.199
1483819200000,15.065,14.454,12.149
1483822800000,15.079,14.424,12.186
1483826400000,15.086,14.501,12.110
1483830000000,15.088,14.523,12.148
1483833600000,15.095,14.087,12.087
1483837200000,15.099,14.068,12.062
1483840800000,15.086,13.831,12.103
1483844400000,15.083,14.230,12.127
1483848000000,15.080,14.262,12.324
1483851600000,15.142,14.667,12.462
1483855200000,15.155,14.664,12.799
1483858800000,15.131,14.667,12.836
1483862400000,15.073,13.291,12.468
1483866000000,15.081,13.404,12.247
1483869600000,15.074,13.360,11.828
1483873200000,15.074,14.592,12.348
1483876800000,15.068,14.729,12.473
1483880400000,15.065,14.689,12.349
1483884000000,15.068,14.150,12.223
1483887600000,15.063,14.056,12.160
1483891200000,15.053,14.015,12.145
1483894800000,15.057,14.860,12.325
1483898400000,15.067,14.510,12.271
1483902000000,15.065,14.626,12.460
1483905600000,15.083,14.621,12.495
1483909200000,15.082,14.413,12.324
1483912800000,15.091,14.095,12.211
1483916400000,15.089,13.651,12.126
1483920000000,15.096,14.326,12.083
1483923600000,15.093,14.155,11.911
1483927200000,15.091,14.327,11.930
1483930800000,15.080,14.284,12.092
1483934400000,15.075,14.550,12.331
1483938000000,15.090,14.598,12.725
1483941600000,15.137,14.807,12.587
1483945200000,15.133,14.879,12.663
1483948800000,15.125,13.835,13.126
1483952400000,15.136,13.941,12.233
1483956000000,15.145,13.839,12.020
1483959600000,15.144,13.907,12.073
1483963200000,15.239,14.375,12.235
1483966800000,15.211,14.305,12.140
1483970400000,15.180,14.100,12.124
1483974000000,15.180,14.101,11.854
1483977600000,15.174,14.855,11.855
1483981200000,15.158,14.714,12.435
1483984800000,15.197,14.263,12.547
1483988400000,NaN,NaN,NaN
1483992000000,15.194,15.039,12.571
1483995600000,15.182,14.890,12.631
1483999200000,15.200,14.510,12.469
1484002800000,15.217,14.217,11.991
1484006400000,15.226,14.382,12.082
1484010000000,15.215,13.991,11.989
1484013600000,15.209,14.170,12.031
1484017200000,15.201,13.710,12.080
1484020800000,15.193,14.240,12.168
1484024400000,15.197,14.636,12.324
1484028000000,15.210,15.038,12.656
1484031600000,15.193,15.037,12.945
1484035200000,15.192,14.839,13.041
1484038800000,15.174,14.990,12.388
1484042400000,15.161,14.188,12.186
1484046000000,15.142,14.061,12.247
1484049600000,15.137,13.801,12.117
1484053200000,15.128,13.430,11.832
1484056800000,15.126,14.473,12.025
1484060400000,15.115,14.485,11.958
1484064000000,15.113,14.250,12.063
1484067600000,15.135,14.160,12.146
1484071200000,15.136,14.179,12.294
1484074800000,15.163,14.531,12.489
1484078400000,15.176,15.048,12.726
1484082000000,15.178,15.051,12.866
1484085600000,15.170,15.029,12.834
1484089200000,15.191,14.634,12.474
1484092800000,15.152,14.417,12.146
1484096400000,15.204,14.176,12.223
1484100000000,15.207,14.234,12.034
1484103600000,15.180,14.637,12.284
1484107200000,15.186,14.353,12.107
1484110800000,15.179,14.302,12.205
1484114400000,15.180,13.813,12.298
1484118000000,15.173,14.834,12.415
1484121600000,15.161,15.050,12.504
1484125200000,15.152,14.502,12.516
1484128800000,15.146,14.480,12.339
1484132400000,15.143,14.704,12.306
1484136000000,15.138,14.189,12.224
1484139600000,15.132,14.081,12.139
1484143200000,15.130,14.545,12.134
1484146800000,15.135,14.484,12.307
1484150400000,15.137,14.266,12.201
1484154000000,15.135,14.377,12.236
1484157600000,15.137,14.746,12.067
1484161200000,15.156,14.664,12.392
1484164800000,15.193,15.017,12.644
1484168400000,15.216,15.062,13.245
1484172000000,15.250,15.066,13.293
1484175600000,15.280,15.020,13.061
1484179200000,15.322,15.088,12.130
1484182800000,15.326,14.862,12.410
1484186400000,15.315,14.624,12.062
1484190000000,15.278,14.171,11.971
1484193600000,15.308,13.798,12.028
1484197200000,15.249,14.183,12.118
1484200800000,15.214,14.053,12.212
1484204400000,15.191,13.379,12.170
1484208000000,15.185,14.352,12.479
1484211600000,15.185,14.550,12.426
1484215200000,15.185,14.617,12.585
1484218800000,15.187,14.951,12.874
1484222400000,15.222,14.776,12.589
1484226000000,15.229,14.685,12.420
1484229600000,15.237,14.512,11.755
1484233200000,15.253,14.550,12.039
1484236800000,15.267,14.691,12.188
1484240400000,15.274,14.694,12.177
1484244000000,15.291,14.786,12.241
1484247600000,15.307,15.134,12.462
1484251200000,15.300,15.193,12.550
1484254800000,15.282,15.247,13.182
1484258400000,15.278,15.174,12.994
1484262000000,15.265,15.131,13.473
1484265600000,15.278,14.425,12.569
1484269200000,15.275,15.078,12.838
1484272800000,15.256,14.662,12.253
1484276400000,15.275,14.424,12.068
1484280000000,15.276,14.710,12.260
1484283600000,15.228,14.660,12.582
1484287200000,15.224,14.417,12.382
1484290800000,15.225,14.643,12.090
1484294400000,15.210,14.437,12.304
1484298000000,15.214,14.491,12.128
1484301600000,15.208,15.172,12.978
1484305200000,NaN,NaN,NaN
1484308800000,15.208,14.892,13.029
1484312400000,15.193,15.212,13.277
1484316000000,15.185,15.130,12.861
1484319600000,15.211,14.764,12.780
1484323200000,15.093,14.963,12.493
1484326800000,15.141,14.904,12.599
1484330400000,15.200,14.728,12.583
1484334000000,15.210,14.522,12.535
1484337600000,15.150,14.623,12.545
1484341200000,15.174,15.174,12.511
1484344800000,15.257,15.133,13.098
1484348400000,15.202,15.171,13.755
1484352000000,15.190,15.060,12.938
1484355600000,15.103,15.017,13.336
1484359200000,15.191,15.083,13.009
1484362800000,15.250,14.701,12.620
1484366400000,15.244,14.705,12.490
1484370000000,14.971,14.981,13.107
1484373600000,15.184,14.672,12.871
1484377200000,NaN,NaN,NaN
1484380800000,15.085,14.567,12.758
1484384400000,15.057,14.634,12.519
1484388000000,14.998,14.750,12.451
1484391600000,15.019,15.101,13.075
1484395200000,14.985,15.106,12.986
1484398800000,15.037,14.850,13.250
1484402400000,15.074,15.110,12.834
1484406000000,15.072,14.680,12.295
1484409600000,15.054,14.561,12.006
1484413200000,15.022,14.791,11.950
1484416800000,15.031,14.877,12.565
1484420400000,15.079,14.205,12.044
1484424000000,15.103,14.145,11.600
1484427600000,15.111,14.715,11.643
1484431200000,15.115,15.046,12.401
1484434800000,15.124,15.063,13.101
1484438400000,15.113,14.602,13.488
1484442000000,15.129,14.817,13.209
1484445600000,15.136,14.458,13.165
1484449200000,15.138,14.805,12.535
1484452800000,15.105,14.615,11.319
1484456400000,15.119,14.648,11.685
1484460000000,15.139,15.047,12.032
1484463600000,15.153,14.838,12.090
1484467200000,15.106,14.828,12.129
1484470800000,15.104,14.837,12.402
1484474400000,15.138,14.682,12.518
1484478000000,15.136,14.508,12.466
1484481600000,15.138,15.063,12.048
1484485200000,15.120,15.105,12.399
1484488800000,15.111,14.913,12.687
1484492400000,15.109,14.708,13.260
1484496000000,15.108,14.939,12.777
1484499600000,15.121,14.429,12.460
1484503200000,15.125,14.582,12.538
1484506800000,15.227,14.905,12.232
1484510400000,15.254,14.961,12.540
1484514000000,15.325,14.575,12.393
1484517600000,15.394,14.616,13.152
1484521200000,15.469,15.112,13.316
1484524800000,15.462,15.068,13.306
1484528400000,15.422,14.945,13.034
1484532000000,15.416,15.081,13.059
1484535600000,15.392,14.675,12.958
1484539200000,15.366,14.527,12.169
1484542800000,15.341,14.444,12.206
1484546400000,15.339,14.917,12.217
1484550000000,15.313,14.949,12.666
1484553600000,15.296,15.013,12.739
1484557200000,15.308,14.783,12.675
1484560800000,15.337,14.954,12.848
1484564400000,15.323,14.740,12.033
1484568000000,15.298,14.668,11.883
1484571600000,15.292,15.242,12.744
1484575200000,15.306,15.246,12.755
1484578800000,15.306,15.071,12.945
1484582400000,15.294,15.202,12.747
1484586000000,NaN,NaN,NaN
1484589600000,15.289,14.343,12.332
1484593200000,15.305,14.702,11.847
1484596800000,15.311,15.236,12.743
1484600400000,15.265,14.830,12.556
1484604000000,15.146,15.196,12.542
1484607600000,15.266,14.657,12.878
1484611200000,15.298,14.560,12.529
1484614800000,15.322,15.243,12.709
1484618400000,15.315,15.232,13.030
1484622000000,15.326,14.378,12.767
1484625600000,15.325,15.191,12.280
1484629200000,15.332,14.404,12.333
1484632800000,15.319,14.476,12.218
1484636400000,15.308,14.601,12.672
1484640000000,15.276,15.121,12.633
1484643600000,15.178,15.000,12.606
1484647200000,15.186,14.181,12.496
1484650800000,15.213,14.245,12.545
1484654400000,15.176,14.334,12.129
1484658000000,15.095,14.387,11.887
1484661600000,15.105,15.137,12.213
1484665200000,15.105,14.314,12.392
1484668800000,15.147,14.525,12.463
1484672400000,15.171,14.388,12.320
1484676000000,15.180,13.961,11.832
1484679600000,15.193,15.168,11.803
1484683200000,15.217,15.167,12.360
1484686800000,15.192,14.444,12.099
1484690400000,15.168,14.506,11.715
1484694000000,15.353,14.273,11.753
1484697600000,15.346,14.559,12.028
1484701200000,15.279,15.166,12.272
1484704800000,15.221,14.882,12.184
1484708400000,15.234,13.831,12.115
1484712000000,15.255,14.506,12.529
1484715600000,15.212,14.579,12.440
1484719200000,15.170,14.036,12.203
1484722800000,15.176,14.520,12.120
1484726400000,15.169,14.432,12.114
1484730000000,15.072,15.111,12.126
1484733600000,15.116,14.429,12.246
1484737200000,15.083,14.420,11.935
1484740800000,15.128,13.690,11.657
1484744400000,15.149,13.978,11.661
1484748000000,15.129,14.056,12.130
1484751600000,15.117,14.229,11.929
1484755200000,15.082,14.529,12.160
1484758800000,15.128,14.914,12.089
1484762400000,15.175,14.006,12.017
1484766000000,15.162,13.916,11.772
1484769600000,15.149,14.991,12.067
1484773200000,15.139,14.911,12.298
1484776800000,15.157,15.062,12.804
1484780400000,15.149,14.731,11.690
1484784000000,15.215,14.069,11.917
1484787600000,15.151,13.855,11.960
1484791200000,15.118,14.088,11.912
1484794800000,15.105,13.958,11.960
1484798400000,15.081,14.364,13.009
1484802000000,NaN,NaN,NaN
1484805600000,15.071,14.094,12.354
1484809200000,15.040,13.922,12.232
1484812800000,15.048,14.387,12.174
1484816400000,15.111,14.627,12.396
1484820000000,15.141,14.943,12.079
1484823600000,15.142,15.008,12.034
1484827200000,15.132,14.759,12.049
1484830800000,15.134,14.446,11.895
1484834400000,15.137,14.167,11.980
1484838000000,15.125,14.656,12.224
1484841600000,15.122,15.017,12.312
1484845200000,15.119,15.032,12.694
1484848800000,15.123,15.090,12.602
1484852400000,15.126,14.282,12.411
1484856000000,15.133,15.079,12.294
1484859600000,15.118,14.950,13.106
1484863200000,15.131,14.796,12.128
1484866800000,15.141,14.052,12.265
1484870400000,15.173,14.013,12.422
1484874000000,15.171,14.055,11.985
1484877600000,15.121,13.760,12.265
1484881200000,15.115,13.694,12.370
1484884800000,15.101,13.744,12.486
1484888400000,15.081,13.980,12.520
1484892000000,15.079,14.405,12.694
1484895600000,15.066,14.031,12.525
1484899200000,15.067,14.384,12.601
1484902800000,15.054,14.349,12.573
1484906400000,15.052,14.618,12.398
1484910000000,15.045,15.048,12.415
1484913600000,15.044,15.088,12.363
1484917200000,15.045,15.063,12.087
1484920800000,15.060,14.168,11.968
1484924400000,15.044,14.054,11.856
1484928000000,15.020,14.182,11.984
1484931600000,15.000,14.209,12.368
1484935200000,15.021,14.682,12.534
1484938800000,15.022,14.759,12.756
1484942400000,15.038,14.767,12.759
1484946000000,15.052,14.941,12.676
1484949600000,15.060,14.906,12.866
1484953200000,15.066,15.022,12.382
1484956800000,15.055,14.974,12.388
1484960400000,15.030,14.948,12.329
1484964000000,15.004,14.985,12.207
1484967600000,14.993,14.948,12.369
1484971200000,14.970,14.930,12.524
1484974800000,14.940,14.970,12.441
1484978400000,14.950,14.240,12.376
1484982000000,14.958,14.570,12.305
1484985600000,14.950,13.915,12.027
1484989200000,14.945,13.818,12.119
1484992800000,14.916,13.725,11.897
1484996400000,NaN,NaN,NaN
1485000000000,14.885,13.662,12.135
1485003600000,14.692,14.213,12.799
1485007200000,14.724,13.661,12.443
1485010800000,14.675,13.361,12.300
1485014400000,14.646,13.309,11.998
1485018000000,14.657,13.703,12.130
1485021600000,14.664,13.495,11.983
1485025200000,14.696,14.038,11.883
1485028800000,14.713,13.413,11.910
1485032400000,14.765,13.213,11.960
1485036000000,14.818,13.931,12.030
1485039600000,14.818,13.224,12.031
1485043200000,14.834,13.169,11.828
1485046800000,14.846,13.175,11.726
1485050400000,14.824,13.019,11.738
1485054000000,14.804,13.120,11.672
1485057600000,14.798,13.277,11.763
1485061200000,14.778,13.412,11.989
1485064800000,14.760,13.389,11.959
1485068400000,14.802,13.312,12.031
1485072000000,14.772,13.624,12.046
1485075600000,14.679,13.761,12.129
1485079200000,14.662,13.433,11.645
1485082800000,14.647,13.644,11.758
1485086400000,14.622,13.342,11.837
1485090000000,14.575,13.108,11.999
1485093600000,14.558,13.508,12.091
1485097200000,14.526,13.490,12.082
1485100800000,14.528,13.481,11.830
1485104400000,14.542,13.431,11.911
1485108000000,14.562,13.535,11.708
1485111600000,14.580,13.634,11.820
1485115200000,14.577,13.755,11.956
1485118800000,14.590,13.578,12.329
1485122400000,14.596,13.729,12.024
1485126000000,14.605,14.190,12.369
1485129600000,14.618,14.495,12.457
1485133200000,14.645,14.628,12.781
1485136800000,14.653,14.647,12.812
1485140400000,14.671,14.653,13.148
1485144000000,14.665,14.631,13.018
1485147600000,14.594,14.606,12.790
1485151200000,14.545,14.874,12.597
1485154800000,14.542,14.803,12.701
1485158400000,14.576,14.645,12.714
1485162000000,14.580,14.269,12.654
1485165600000,14.617,14.403,12.593
1485169200000,14.583,14.489,12.574
1485172800000,14.593,14.333,12.625
1485176400000,14.549,14.464,12.736
1485180000000,14.557,14.683,12.713
1485183600000,14.551,14.686,13.026
1485187200000,14.566,14.621,13.369
1485190800000,14.545,14.687,13.421
1485194400000,14.554,14.802,13.323
1485198000000,14.566,14.807,13.206
1485201600000,14.587,14.828,13.158
1485205200000,14.567,14.846,13.118
1485208800000,14.552,14.856,13.356
1485212400000,14.513,14.838,13.509
1485216000000,14.474,14.837,13.500
1485219600000,14.452,14.826,13.386
1485223200000,NaN,NaN,NaN
1485226800000,14.534,14.822,13.048
1485230400000,14.548,14.817,13.329
1485234000000,14.585,14.794,13.372
1485237600000,14.602,14.754,13.293
1485241200000,14.546,14.758,13.032
1485244800000,14.422,14.755,12.899
1485248400000,14.373,14.770,12.918
1485252000000,14.490,14.758,12.846
1485255600000,14.558,14.747,12.974
1485259200000,14.599,14.730,12.987
1485262800000,14.631,14.812,12.959
1485266400000,14.622,14.841,12.992
1485270000000,14.598,14.855,13.136
1485273600000,14.576,14.873,13.439
1485277200000,14.518,14.878,14.120
1485280800000,14.447,14.880,14.198
1485284400000,14.350,14.878,14.001
1485288000000,14.357,14.878,14.158
1485291600000,14.486,14.876,14.397
1485295200000,14.629,14.876,13.789
1485298800000,14.613,14.875,13.705
1485302400000,14.541,14.877,13.209
1485306000000,14.629,14.871,13.351
1485309600000,14.676,14.871,13.282
1485313200000,14.698,14.873,13.163
1485316800000,14.710,14.870,12.666
1485320400000,14.747,14.850,13.119
1485324000000,14.768,14.868,13.344
1485327600000,14.779,14.871,13.744
1485331200000,14.748,14.867,14.033
1485334800000,14.789,14.849,13.975
1485338400000,14.753,14.860,14.204
1485342000000,14.736,14.860,13.859
1485345600000,14.734,14.816,13.051
1485349200000,14.708,14.849,12.534
1485352800000,14.659,14.838,12.587
1485356400000,14.666,14.635,12.667
1485360000000,14.683,14.856,13.149
1485363600000,14.739,14.849,13.256
