Time,temperature1,temperature2,temperature3
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1512028958000,16.853,14.556,13.087
1525215752000,21.306,21.222,21.24
1525219352000,22.276,22.227,22.242
1525222952000,22.057,21.96,21.962
1525226552000,21.05,20.985,20.951
1525230152000,20.185,20.065,19.992
1525233752000,19.213,19.172,19.124
1525237352000,18.49,18.385,18.402
1525240952000,17.694,17.599,17.547
1525244552000,17.048,16.989,16.919
1525244552000,17.048,16.989,16.919
1525248152000,16.536,16.453,16.475
1525251752000,16.091,16.025,16.044
1525255352000,15.626,15.592,15.58
1525258952000,15.399,15.335,15.344
1525262552000,15.128,15.075,15.099
1525266152000,14.903,14.855,14.876
1525269752000,14.633,14.581,14.576
1525273352000,14.672,14.631,14.618
1525273352000,14.672,0.0,14.618
1525287734000,15.04,10.485,9.885
1525291334000,15.104,10.659,9.994
1525294934000,15.12,10.788,10.025
1525298534000,15.232,10.886,9.983
1525302134000,15.222,11.01,10.111
1525305734000,15.261,11.034,10.006
1525309334000,15.478,11.021,10.016
1525312934000,15.561,10.945,9.904
1525316534000,15.478,10.897,9.83
1525320134000,15.321,10.705,9.833
1525323734000,15.669,10.722,9.829
1525327334000,15.383,10.742,9.79
1525330934000,15.403,10.564,9.816
1525334534000,15.631,10.621,9.862
1525338134000,15.593,10.768,9.944
1525341734000,15.603,11.074,10.043
1525345334000,15.567,11.115,9.98
1525348934000,15.497,10.593,9.955
1525352534000,15.492,10.793,9.929
1525356134000,15.35,11.216,9.979
1525359734000,15.407,11.001,9.888
1525363334000,15.343,10.44,9.845
1525366934000,15.433,10.481,9.826
1525370534000,15.572,10.533,9.81
1525374134000,15.587,10.553,9.792
1525377734000,15.598,10.499,9.796
1525381334000,15.551,10.669,9.916
1525384934000,15.909,10.794,9.898
1525388534000,16.027,10.751,9.866
1525392134000,15.951,11.565,9.886
1525395734000,15.854,10.772,9.929
1525399334000,15.93,10.813,9.939
1525402934000,15.762,10.92,9.848
1525406534000,15.62,10.804,9.876
1525410134000,15.732,10.305,9.836
1525413734000,15.738,10.238,9.844
1525417334000,15.706,10.29,9.838
1525420934000,15.73,10.433,9.814
1525420934000,15.73,10.433,9.814
1525424534000,15.679,10.253,9.83
1525428134000,15.684,10.88,9.858
1525431734000,15.664,10.951,9.904
1525435334000,15.625,11.627,10.025
1525438934000,15.077,11.047,10.006
1525442534000,15.208,10.736,9.877
1525446134000,15.127,11.993,9.864
1525449734000,15.243,10.248,9.787
1525453334000,14.81,10.017,9.692
1525456934000,14.857,10.578,9.715
1525460534000,15.142,10.064,
1525464134000,15.981,10.28,9.792
1525467734000,16.142,10.614,9.786
1525471334000,16.221,10.436,9.788
1525474934000,16.32,10.856,9.796
1525478534000,16.268,11.442,9.834
1525482134000,16.05,11.196,9.849
1525485734000,16.038,11.994,9.836
1525489334000,15.937,11.114,9.754
1525492934000,16.097,10.901,9.781
1525496534000,16.045,10.499,9.798
1525500134000,15.987,9.944,9.743
1525503734000,16.06,10.263,9.718
1525507334000,16.023,10.263,9.836
1525510934000,16.056,10.271,9.783
1525514534000,16.058,10.74,9.836
1525518134000,15.994,10.744,9.844
1525521734000,14.6,11.291,9.978
1525525334000,15.735,11.936,9.994
1525528934000,15.754,11.484,9.944
1525532534000,15.293,11.114,9.865
1525536134000,15.603,10.834,9.747
1525539734000,15.434,11.57,9.795
1525543334000,15.434,10.788,9.724
1525546934000,15.495,10.463,9.699
1525550534000,15.64,10.185,9.74
1525554134000,15.497,10.375,9.811
1525557734000,15.686,10.147,9.867
1525561334000,15.762,10.241,9.852
1525564934000,15.796,10.485,9.847
1525568534000,15.644,10.254,9.793
1525572134000,15.512,11.296,9.814
1525575734000,15.484,11.302,9.746
1525579334000,15.365,11.235,9.726
1525582934000,15.251,10.541,9.663
1525586534000,15.186,9.978,9.758
1525590134000,15.108,10.371,9.866
1525593734000,15.029,10.304,9.782
1525597334000,15.024,10.313,9.834
1525600934000,15.026,10.05,9.848
1525604534000,15.018,10.242,9.872
1525608134000,14.977,10.934,9.886
1525611734000,14.928,11.053,9.945
1525615334000,14.863,10.523,9.809
1525618934000,14.797,10.766,9.827
1525622534000,14.793,10.753,9.768
1525626134000,14.776,10.782,9.761
1525629734000,14.594,10.09,9.74
1525633334000,14.683,10.142,9.68
1525636934000,14.947,10.43,9.752
1525640534000,15.078,10.021,9.747
1525644134000,14.657,10.326,9.779
1525647734000,14.408,10.139,9.758
1525651334000,14.764,10.043,9.793
1525654934000,14.596,10.48,9.814
1525658534000,14.843,10.85,9.765
1525662134000,14.674,10.822,9.834
1525665734000,14.463,10.461,9.907
1525669334000,14.32,10.357,9.776
1525672934000,14.201,10.377,9.811
1525676534000,14.213,10.735,9.787
1525680134000,14.173,10.679,9.868
1525683734000,14.061,10.43,9.834
1525687334000,14.085,10.269,9.812
1525690934000,14.09,10.258,9.802
1525694534000,14.005,10.388,9.863
1525698134000,13.974,10.583,9.853
1525701734000,14.047,10.804,9.792
1525705334000,14.025,11.199,9.816
1525708934000,14.316,11.245,9.847
1525712534000,14.633,10.469,9.755
1525716134000,14.738,10.648,9.751
1525719734000,14.531,10.008,9.817
1525723334000,13.835,9.994,9.79
1525726934000,13.432,10.711,9.794
1525730534000,13.518,10.413,9.811
1525734134000,13.749,10.506,9.815
1525737734000,14.074,10.401,9.823
1525741334000,14.755,10.139,9.811
1525744934000,14.934,10.425,9.865
1525748534000,15.082,10.686,9.906
1525752134000,15.516,10.836,9.935
