Time,temperature1,temperature2,temperature3
1505314951000,17.548,13.408,11.762
1505318551000,17.551,13.309,11.671
1505322151000,17.366,13.38,11.592
1505325751000,17.302,13.339,11.636
1505329351000,17.251,12.625,11.553
1505332951000,17.002,12.818,11.544
1505336551000,16.695,13.11,11.507
1505340151000,17.216,13.099,11.534
1505343751000,17.544,13.587,11.718
1505347351000,17.399,13.016,11.757
1505350951000,17.69,13.024,11.909
1505354551000,18.055,12.878,11.891
1505358151000,17.641,13.349,12.264
1505361751000,17.396,13.013,12.133
1505365351000,17.126,13.31,12.075
1505368951000,17.149,13.204,11.831
1505372551000,17.444,13.411,11.833
1505376151000,17.596,13.246,11.636
1505379751000,17.743,12.915,11.311
1505383351000,17.355,13.295,11.318
1505386951000,16.179,13.623,11.303
1505390551000,17.955,13.424,11.519
1505394151000,18.233,13.463,11.903
1505397751000,18.352,13.562,12.124
1505401351000,18.431,13.588,11.925
1505404951000,18.386,13.659,11.831
1505408551000,16.297,13.725,12.015
1505412151000,17.955,13.607,12.071
1505415751000,18.751,13.652,11.818
1505419351000,16.725,13.402,11.711
1505422951000,17.839,13.085,11.681
1505426551000,17.992,13.674,11.381
1505430151000,16.84,13.435,11.274
1505433751000,17.335,13.424,11.353
1505437351000,18.338,13.341,11.629
1505440951000,18.09,13.585,11.828
1505444551000,17.432,13.89,11.895
1505448151000,17.687,13.784,11.765
1505451751000,17.303,13.835,11.774
1505455351000,16.916,13.857,11.795
1505458951000,17.194,13.975,12.076
1505462551000,16.908,13.643,11.974
1505466151000,17.566,13.382,11.902
1505469751000,17.672,13.259,11.711
1505473351000,17.738,13.081,11.676
1505476951000,17.898,13.088,11.628
1505480551000,17.849,13.11,11.668
1505484151000,17.938,13.839,11.656
1505484151000,17.938,13.839,11.656
1505487751000,18.357,14.162,11.491
1505491351000,18.317,14.063,11.506
1505494951000,18.42,13.849,11.564
1505498551000,18.438,13.824,11.463
1505502151000,18.287,14.13,11.594
1505505751000,18.334,14.21,11.448
1505509351000,18.165,14.295,11.348
1505512951000,17.601,14.14,11.265
1505516551000,17.597,13.858,11.252
1505520151000,17.563,14.142,11.295
1505523751000,17.652,13.401,11.405
1505527351000,17.844,13.174,11.625
1505530951000,17.756,13.283,11.715
1505534551000,17.229,13.291,11.806
1505538151000,17.634,13.195,11.98
1505541751000,17.559,13.129,12.143
1505545351000,17.787,13.392,12.008
1505548951000,17.743,13.673,12.17
1505552551000,17.798,13.737,11.978
1505556151000,17.632,13.376,11.145
1505559751000,17.686,13.43,11.076
1505563351000,17.596,13.242,11.056
1505566951000,17.427,13.165,11.41
1505570551000,17.278,12.987,
1505574151000,17.454,13.156,11.491
1505577751000,17.379,13.05,11.628
1505581351000,17.455,12.884,11.657
1505584951000,17.666,13.222,11.741
1505588551000,17.563,13.315,11.723
1505592151000,17.535,13.389,11.714
1505595751000,17.608,12.974,11.747
1505599351000,17.67,12.91,11.307
1505602951000,17.677,12.921,11.32
1505606551000,17.63,13.097,11.239
1505610151000,17.901,13.195,11.304
1505613751000,17.772,13.065,11.599
1505617351000,17.019,12.766,11.639
1505620951000,17.198,13.096,11.809
1505624551000,17.551,13.14,12.005
1505628151000,17.718,13.092,12.112
1505631751000,17.525,13.148,11.938
1505635351000,17.542,13.188,11.824
1505638951000,17.761,13.192,11.893
1505642551000,17.8,13.298,11.644
1505646151000,17.014,12.972,11.606
1505649751000,17.209,12.466,11.598
1505653351000,17.295,12.384,11.584
1505656951000,17.915,12.607,11.63
1505660551000,17.098,12.996,11.759
1505664151000,18.071,13.235,11.844
1505667751000,17.854,13.088,12.034
1505671351000,17.752,13.042,12.035
1505674951000,17.778,13.095,12.004
1505678551000,17.89,13.009,11.887
1505682151000,18.541,13.746,11.943
1505685751000,18.635,13.393,11.565
1505689351000,18.6,13.075,11.552
1505692951000,18.423,12.964,11.609
1505696551000,18.209,13.242,11.645
1505700151000,18.128,12.665,11.592
1505703751000,17.969,12.769,11.633
1505707351000,17.855,13.015,11.788
1505710951000,17.812,12.887,11.773
1505714551000,17.775,13.459,11.95
1505718151000,17.811,13.612,12.165
1505721751000,17.848,13.052,12.26
1505725351000,17.805,12.892,12.275
1505728951000,17.794,13.101,12.107
1505732551000,17.743,13.148,11.844
1505736151000,17.786,13.266,11.639
1505739751000,17.8,13.062,11.609
1505743351000,17.807,13.016,11.6
1505746951000,17.794,13.052,11.729
1505750551000,17.946,13.493,11.846
1505754151000,18.008,13.351,11.973
1505757751000,18.488,13.549,11.961
1505761351000,18.264,13.212,12.257
1505764951000,18.05,12.952,12.109
1505768551000,17.91,12.92,11.505
1505772151000,18.13,13.262,11.614
1505775751000,17.89,13.232,11.466
1505779351000,18.433,13.096,11.263
1505782951000,18.206,13.171,11.413
1505786551000,17.691,12.7,11.37
1505790151000,17.843,13.073,11.458
1505793751000,17.766,13.129,11.736
1505797351000,17.958,13.566,12.073
1505800951000,18.2,13.587,12.046
1505804551000,17.955,13.508,12.134
1505808151000,18.214,13.418,12.275
1505811751000,17.882,13.072,12.186
1505815351000,17.912,13.352,12.162
1505818951000,17.682,13.121,11.568
1505822551000,17.644,13.09,11.647
1505826151000,17.69,13.418,11.71
1505829751000,18.116,13.095,11.564
1505833351000,18.197,13.103,11.496
1505836951000,18.567,13.202,11.463
1505840551000,18.917,13.356,11.565
1505844151000,19.047,12.706,11.709
1505847751000,18.957,12.783,11.867
1505851351000,19.426,13.239,12.058
1505854951000,19.799,13.024,12.118
1505858551000,19.895,13.329,11.592
1505862151000,,13.399,11.48
1505865751000,,13.332,11.421
1505869351000,19.218,13.356,11.588
1505872951000,19.455,12.888,11.336
1505876551000,19.142,12.942,11.587
1505880151000,19.583,12.938,11.542
1505883751000,19.382,12.751,11.63
1505887351000,19.409,13.136,11.613
1505887351000,19.409,13.136,11.613
1505890951000,19.431,13.283,11.627
1505894551000,19.388,13.396,11.796
1505898151000,19.308,13.273,11.942
1505901751000,19.45,13.451,11.98
1505905351000,19.524,13.373,11.721
1505908951000,19.421,13.077,11.614
1505912551000,19.319,13.221,11.437
1505916151000,19.558,12.82,11.276
1505919751000,19.478,12.698,11.311
1505923351000,19.576,13.188,11.464
1505926951000,19.674,12.882,11.537
1505930551000,19.837,12.85,11.606
1505934151000,20.055,13.115,11.63
1505937751000,20.155,12.911,11.594
1505941351000,20.364,12.982,11.67
1505944951000,20.099,12.74,11.754
1505948551000,20.228,12.996,11.671
1505952151000,20.144,13.39,11.571
1505955751000,20.228,13.219,11.559
1505959351000,19.893,12.988,11.268
1505962951000,19.726,12.548,11.209
1505966551000,20.007,12.943,11.458
1505970151000,20.176,13.17,11.428
1505973751000,20.067,13.139,11.47
1505977351000,20.076,12.958,11.559
1505980951000,20.188,13.029,11.536
1505984551000,20.159,12.749,11.546
1505988151000,20.157,13.055,11.61
1505991751000,20.169,12.938,11.607
1505995351000,19.899,12.87,11.69
1505998951000,19.945,12.781,11.604
1506002551000,19.839,12.737,11.524
1506006151000,19.839,12.801,11.695
1506009751000,20.004,13.226,11.703
1506013351000,20.094,12.738,11.659
1506016951000,20.136,12.887,11.674
1506020551000,20.205,12.555,11.685
1506024151000,20.236,13.147,11.662
1506027751000,20.043,13.554,11.799
1506031351000,19.899,13.458,11.763
1506034951000,20.051,13.893,11.555
1506038551000,19.912,14.048,11.584
1506042151000,19.708,13.326,11.59
1506045751000,19.532,12.321,11.577
1506049351000,19.36,12.348,11.196
1506052951000,19.317,12.826,11.334
1506056551000,19.38,13.327,11.728
1506060151000,19.1,12.902,11.578
1506063751000,19.351,12.405,11.595
1506067351000,19.342,12.317,11.682
1506070951000,19.06,12.525,11.847
1506074551000,19.308,12.548,11.803
1506078151000,19.236,12.899,11.597
1506081751000,19.24,13.135,11.545
1506085351000,19.002,12.845,11.848
1506088951000,18.922,12.997,11.824
1506092551000,19.015,12.689,11.384
1506096151000,19.101,12.817,11.479
1506099751000,19.456,13.67,11.202
1506103351000,19.509,13.333,11.452
1506106951000,19.484,12.927,11.736
1506110551000,19.618,12.735,11.791
1506114151000,19.506,12.595,11.672
1506117751000,19.608,12.94,11.768
1506121351000,19.252,14.152,11.492
1506124951000,19.189,13.96,11.671
1506128551000,19.104,14.092,11.823
1506132151000,19.046,13.861,11.943
1506135751000,18.972,13.04,11.871
1506139351000,18.877,14.388,11.69
1506142951000,18.835,14.362,11.609
1506146551000,18.781,12.534,11.557
1506150151000,18.768,12.433,11.586
1506153751000,18.741,12.72,11.672
1506157351000,18.73,12.836,11.838
1506160951000,18.717,13.012,11.975
1506164551000,18.737,14.182,12.07
1506168151000,18.777,13.362,11.908
1506171751000,18.803,12.821,11.924
1506175351000,18.818,13.083,11.686
1506178951000,18.821,13.308,11.323
1506182551000,18.813,13.368,11.555
1506186151000,18.774,13.464,11.458
1506189751000,18.806,14.088,11.66
1506193351000,18.81,12.889,11.778
1506196951000,18.862,12.76,11.981
1506200551000,18.933,13.812,11.93
1506204151000,19.065,14.03,12.016
1506207751000,18.953,14.36,11.856
1506211351000,19.114,14.586,11.802
1506214951000,19.061,14.607,11.889
1506218551000,19.302,14.597,11.783
1506222151000,19.276,14.638,11.855
1506225751000,19.178,14.618,11.858
1506229351000,19.174,12.908,11.909
1506232951000,19.105,13.434,11.979
1506236551000,19.131,13.191,11.626
1506240151000,18.766,12.9,11.881
1506243751000,18.892,13.225,11.855
1506247351000,19.096,14.282,11.963
1506250951000,19.063,14.842,11.836
1506254551000,19.01,13.871,12.333
1506258151000,18.979,13.875,12.257
1506261751000,18.968,13.058,12.328
1506265351000,18.955,12.845,11.805
1506268951000,18.956,12.811,11.568
1506272551000,18.963,12.94,11.687
1506276151000,18.983,14.418,12.025
1506279751000,19.07,14.244,11.939
1506283351000,19.133,14.866,12.088
1506286951000,19.22,14.666,11.806
1506290551000,19.477,14.864,11.918
1506294151000,19.555,13.795,11.922
1506297751000,19.528,13.3,11.965
1506301351000,19.585,13.698,12.002
1506304951000,19.535,14.02,11.889
1506308551000,19.51,14.053,11.924
1506312151000,19.546,13.876,11.71
1506315751000,19.582,14.123,11.43
1506319351000,19.573,14.028,11.673
1506322951000,19.5,14.3,11.792
1506326551000,19.595,14.403,11.714
1506330151000,19.587,14.523,11.83
1506333751000,19.671,14.293,11.842
1506337351000,19.65,13.46,11.929
1506340951000,19.65,13.464,11.962
1506344551000,19.64,14.176,11.994
1506348151000,19.612,13.716,12.017
1506351751000,19.609,13.605,11.966
1506355351000,19.612,13.448,11.704
1506358951000,19.64,13.435,11.443
1506362551000,19.631,13.73,11.666
1506366151000,19.576,14.169,12.056
1506369751000,19.614,13.617,11.814
1506373351000,19.658,13.807,11.769
1506376951000,19.577,14.448,11.782
1506380551000,19.738,13.974,11.899
1506384151000,19.841,13.626,12.028
1506387751000,19.782,13.528,11.838
1506391351000,19.821,13.469,11.928
1506394951000,19.834,14.008,11.962
1506398551000,19.874,13.205,11.822
1506402151000,19.512,13.355,11.742
1506405751000,19.531,13.509,11.677
1506409351000,19.265,13.171,11.673
1506412951000,19.559,13.196,11.669
1506416551000,19.6,13.758,11.68
1506420151000,19.541,13.823,11.747
1506423751000,19.769,13.69,11.932
1506427351000,19.767,13.774,12.148
1506430951000,19.783,13.817,12.152
1506434551000,19.773,13.902,12.126
1506438151000,19.66,13.341,12.127
1506441751000,19.644,13.182,11.835
1506445351000,19.069,13.19,11.573
1506448951000,19.676,13.448,11.595
1506452551000,19.785,13.296,11.543
1506456151000,19.863,13.164,11.756
1506459751000,19.772,13.581,12.15
1506463351000,19.798,13.709,12.02
1506466951000,19.875,13.447,11.952
1506470551000,20.003,13.561,12.018
1506474151000,19.841,13.181,11.99
1506477751000,19.83,13.178,12.06
1506481351000,19.842,13.329,11.973
1506484951000,19.809,13.348,11.977
1506488551000,19.718,13.351,12.071
1506492151000,19.734,13.357,11.977
1506495751000,19.809,13.35,11.914
1506499351000,19.858,13.095,11.67
1506502951000,19.862,13.493,11.931
1506506551000,19.863,13.131,11.93
1506510151000,19.736,13.302,11.907
1506513751000,19.853,13.334,12.004
1506517351000,19.876,13.297,12.26
1506520951000,19.847,13.367,12.237
1506524551000,19.815,13.55,12.135
1506528151000,19.836,13.016,11.953
1506531751000,19.798,12.931,11.596
1506535351000,19.707,12.979,11.578
1506538951000,19.545,12.964,11.636
1506542551000,19.629,13.268,11.842
1506546151000,19.666,13.15,11.786
1506549751000,19.893,13.194,11.884
1506553351000,19.936,13.354,11.944
1506556951000,19.914,13.335,11.978
1506560551000,19.994,13.871,12.052
1506564151000,19.846,13.415,12.108
1506567751000,19.732,13.53,12.03
1506571351000,19.682,13.191,11.955
1506574951000,19.756,13.077,11.943
1506578551000,19.847,13.379,11.59
1506582151000,19.739,13.232,11.841
1506585751000,19.318,13.313,11.838
1506589351000,19.621,13.133,11.85
1506592951000,19.599,12.91,11.861
1506596551000,19.479,12.706,11.679
1506600151000,19.872,13.058,11.535
1506603751000,19.893,13.082,11.721
1506607351000,19.848,13.206,11.873
1506610951000,19.76,13.348,11.902
1506614551000,19.747,13.376,12.224
1506618151000,19.681,13.338,11.9
1506621751000,19.469,13.138,11.894
1506625351000,19.588,13.266,11.809
1506628951000,19.657,13.486,11.763
1506632551000,19.667,13.212,11.666
1506636151000,19.802,13.112,11.695
1506639751000,19.726,13.32,11.644
1506643351000,19.638,13.181,11.825
1506646951000,19.525,13.463,11.706
1506650551000,19.39,12.959,11.924
1506654151000,19.22,12.873,11.758
1506657751000,19.176,13.305,11.913
1506661351000,19.132,12.964,11.891
1506664951000,19.11,13.171,11.839
1506668551000,19.053,13.291,11.861
1506672151000,19.058,12.847,11.799
1506675751000,19.093,13.127,11.774
1506679351000,19.235,13.006,11.819
1506682951000,19.314,13.343,11.565
1506686551000,19.257,12.91,11.758
1506690151000,19.197,13.069,11.739
1506693751000,19.179,12.871,11.869
1506697351000,19.166,12.749,11.794
1506700951000,18.933,13.14,11.799
1506704551000,,13.414,11.809
1506708151000,18.672,13.494,11.823
1506711751000,18.574,13.508,11.826
1506715351000,18.522,12.921,11.824
1506718951000,18.571,13.102,11.733
1506722551000,18.59,13.087,11.688
1506726151000,18.712,12.724,11.708
1506729751000,18.76,12.76,11.853
1506733351000,18.792,12.804,11.943
1506736951000,18.836,13.27,12.009
1506740551000,18.877,12.883,11.941
1506744151000,18.878,12.775,12.0
1506747751000,18.888,13.374,11.999
1506751351000,18.854,12.966,11.909
1506754951000,18.849,13.201,11.957
1506758551000,18.819,12.839,11.842
1506762151000,18.801,12.938,11.835
1506765751000,18.9,13.167,11.667
1506769351000,18.92,13.076,11.625
1506772951000,19.034,12.944,11.732
1506776551000,19.106,13.123,11.833
1506780151000,19.058,13.102,11.944
1506783751000,19.044,13.21,11.912
1506787351000,19.047,13.205,11.942
1506790951000,19.292,13.021,11.978
1506794551000,18.913,13.018,11.955
1506798151000,18.85,12.809,11.958
1506801751000,18.856,12.928,11.816
1506805351000,18.9,13.146,11.771
1506808951000,18.904,13.157,11.739
1506812551000,19.379,13.006,11.861
1506816151000,19.111,12.963,11.86
1506819751000,19.681,13.016,11.873
1506823351000,19.256,13.207,11.911
1506826951000,19.364,13.272,12.011
1506830551000,19.327,13.233,12.056
1506834151000,19.511,13.091,11.966
1506837751000,19.471,13.019,12.031
1506841351000,19.482,13.09,12.067
1506844951000,19.537,13.553,12.069
1506848551000,19.589,13.378,12.114
1506852151000,19.671,13.106,12.0
1506855751000,19.773,12.967,11.761
1506859351000,19.768,12.943,11.824
1506862951000,19.905,13.085,11.886
1506866551000,19.962,13.277,11.852
1506870151000,20.001,13.251,12.02
1506873751000,20.018,13.707,12.113
1506877351000,20.07,13.529,12.14
1506880951000,20.126,13.175,12.161
1506884551000,20.153,13.42,12.19
1506888151000,20.239,13.37,11.878
1506891751000,20.327,13.667,11.973
1506895351000,20.368,13.497,11.945
1506898951000,20.447,13.521,12.054
1506902551000,20.46,13.485,12.042
1506906151000,20.537,13.677,12.07
1506909751000,20.505,13.666,12.125
1506913351000,20.521,13.613,12.129
1506916951000,20.526,13.534,12.104
1506920551000,20.515,14.126,12.147
1506924151000,20.506,13.629,12.241
1506927751000,20.479,13.651,12.208
1506931351000,20.422,13.778,12.112
1506934951000,20.324,13.702,12.164
1506938551000,20.099,14.085,12.128
1506942151000,20.022,13.256,11.996
1506945751000,19.961,13.723,11.916
1506949351000,19.801,13.628,11.989
1506952951000,19.594,13.666,11.984
1506956551000,19.614,13.93,12.009
1506960151000,19.696,14.014,12.386
1506963751000,19.737,14.248,12.423
1506967351000,19.796,14.134,12.267
1506970951000,19.8,14.212,12.405
1506974551000,19.787,14.29,12.183
1506978151000,19.873,14.163,12.23
1506981751000,19.892,14.282,11.953
1506985351000,20.01,14.361,12.092
1506988951000,19.991,13.668,11.976
1506992551000,20.037,13.734,11.941
1506996151000,20.225,13.716,11.951
1506999751000,20.323,13.98,11.991
1507003351000,20.238,14.204,12.264
1507006951000,20.435,13.874,12.258
1507010551000,20.471,13.966,12.414
1507014151000,20.388,13.954,12.344
1507017751000,20.42,14.018,12.367
1507021351000,20.428,13.961,12.2
1507024951000,20.472,14.198,12.153
1507028551000,20.561,14.123,12.009
1507032151000,20.446,14.11,12.035
1507035751000,20.562,14.165,12.227
1507039351000,20.651,13.772,12.002
1507042951000,20.726,13.572,12.01
1507042951000,20.726,13.572,12.01
1507042951000,20.726,13.572,12.01
1507680158000,22.815,22.768,22.793
1507683758000,22.778,22.756,22.75
1507687358000,22.433,22.422,22.421
1507690958000,22.051,22.036,22.048
1507694558000,21.742,21.725,21.731
1507698158000,21.405,21.39,21.394
1507701758000,21.073,21.052,21.051
1507705358000,20.727,20.706,20.704
1507708958000,20.418,20.393,20.393
1507712558000,20.142,20.119,20.123
1507716158000,19.91,19.892,19.891
1507719758000,19.674,19.653,19.644
1507726958000,19.12,19.096,19.093
1507730558000,18.772,18.748,18.745
1507734158000,18.532,18.53,18.518
1507737758000,18.571,18.554,18.557
1507741358000,18.806,18.818,18.794
1507744958000,19.135,19.129,19.129
1507748558000,19.384,19.386,19.38
1507752158000,19.793,19.748,19.757
1507755758000,20.327,20.099,20.301
1507759358000,20.791,20.762,20.769
1507762958000,21.856,21.727,21.754
1507766558000,22.483,22.314,22.362
1507770158000,21.915,21.918,21.902
1507773758000,21.337,21.288,21.31
1507777358000,20.799,20.755,20.78
1507780958000,20.338,20.288,20.316
1507784558000,19.92,19.882,19.898
1507788158000,19.565,19.507,19.552
1507791758000,19.392,19.35,19.368
1507795358000,19.245,19.229,19.23
1507798958000,19.1,19.088,19.095
1507802558000,18.968,18.958,18.966
1507806158000,18.796,18.8,18.799
1507809758000,18.563,18.572,18.568
1507813358000,18.356,18.345,18.358
1507816958000,18.073,18.058,18.077
1507827758000,19.269,22.308,20.986
1507831358000,20.521,20.497,20.619
1507834958000,20.47,14.324,12.06
1507838558000,20.465,14.477,12.759
1507842158000,20.427,14.583,12.571
1507845758000,20.634,14.687,12.666
1507849358000,20.692,14.229,12.703
1507852958000,20.624,14.627,12.403
1507856558000,20.585,15.018,12.419
1507860158000,20.504,14.871,12.972
1507863758000,20.43,14.639,13.164
1507867358000,20.401,14.81,13.079
1507870958000,20.353,14.461,12.721
1507874558000,20.3,14.535,12.921
1507878158000,20.266,14.22,12.501
1507881758000,20.215,14.129,12.373
1507885358000,20.176,13.61,12.388
1507888958000,20.183,13.658,12.413
1507892558000,20.192,13.948,12.443
1507896158000,20.197,13.988,12.463
1507899758000,20.248,14.609,12.46
1507903358000,20.266,14.312,12.649
1507906958000,20.267,14.636,12.705
1507910558000,20.269,14.421,12.519
1507914158000,20.336,14.021,12.002
1507917758000,20.41,13.962,11.844
1507921358000,20.472,14.147,12.162
1507924958000,20.494,14.336,12.444
1507928558000,20.498,14.384,12.356
1507932158000,20.49,13.967,12.1
1507935758000,20.346,13.977,12.164
1507939358000,20.765,13.886,12.181
1507942958000,20.664,14.048,12.193
1507946558000,20.537,14.151,12.161
1507950158000,20.312,14.58,12.239
1507953758000,20.192,14.578,12.4
1507957358000,20.157,14.446,12.42
1507960958000,20.128,14.724,12.328
1507964558000,20.095,14.812,12.149
1507968158000,20.054,14.041,12.309
1507971758000,20.057,14.786,12.249
1507975358000,20.06,13.768,12.133
1507978958000,20.04,13.964,12.203
1507982558000,20.019,14.076,11.989
1507986158000,20.041,14.818,12.057
1507989758000,20.257,15.243,12.034
1507993358000,20.369,14.681,11.916
1507996958000,20.249,15.292,11.979
1508000558000,20.224,14.915,11.906
1508004158000,20.297,14.644,11.861
1508007758000,20.582,14.703,11.865
1508011358000,20.509,14.367,11.928
1508014958000,20.244,14.419,12.014
1508018558000,20.168,14.485,11.984
1508022158000,20.027,14.786,11.958
1508025758000,20.081,14.694,11.983
1508029358000,20.249,14.763,12.001
1508032958000,19.92,14.022,12.2
1508036558000,20.165,14.155,12.353
1508040158000,20.22,13.887,12.41
1508043758000,20.228,14.078,12.492
1508047358000,20.207,14.125,12.386
1508050958000,20.429,14.307,12.137
1508054558000,20.205,13.698,12.09
1508058158000,20.138,13.772,12.09
1508061758000,20.169,13.63,12.18
1508065358000,20.128,13.893,12.127
1508068958000,20.123,13.326,12.066
1508072558000,20.088,13.705,12.146
1508076158000,20.145,13.763,12.154
1508079758000,20.175,13.986,12.334
1508083358000,20.168,14.11,12.486
1508086958000,20.098,14.042,12.333
1508090558000,20.136,13.956,11.882
1508094158000,20.148,13.722,12.17
1508097758000,20.072,13.619,12.086
1508101358000,20.006,14.014,12.636
1508104958000,19.939,13.85,12.399
1508108558000,19.96,13.746,12.355
1508112158000,19.961,13.969,12.269
1508115758000,20.103,13.723,12.321
1508119358000,20.161,13.762,12.492
1508122958000,20.329,13.906,12.513
1508126558000,20.431,14.094,12.662
1508130158000,20.31,14.205,12.658
1508133758000,20.198,14.366,12.516
1508137358000,20.364,14.197,12.272
1508140958000,20.368,14.511,12.238
1508144558000,20.354,14.355,12.116
1508148158000,20.306,14.162,12.086
1508151758000,20.335,14.478,12.057
1508158903000,20.287,13.272,12.107
1508162558000,20.266,13.699,12.094
1508166158000,20.43,14.593,12.302
1508169758000,20.233,14.355,12.238
1508173358000,20.203,14.591,12.318
1508176958000,20.174,14.389,12.276
1508180558000,20.128,14.276,12.316
1508184158000,20.126,14.211,12.334
1508187758000,20.209,14.004,12.37
1508191358000,20.203,14.285,12.193
1508194958000,20.246,14.036,12.263
1508198558000,20.275,13.945,12.312
1508202158000,20.287,13.558,12.173
1508205758000,20.272,13.722,12.006
1508209358000,20.229,14.362,12.041
1508212958000,20.205,14.044,12.315
1508216558000,20.214,14.441,12.571
1508220158000,20.192,13.962,12.472
1508223758000,20.178,14.344,12.579
1508227358000,20.095,14.53,12.473
1508230958000,20.051,14.226,12.452
1508234558000,20.02,13.843,12.39
1508238158000,20.01,13.714,12.374
1508241758000,20.005,13.457,12.254
1508245358000,19.976,13.32,11.876
1508248958000,19.988,13.379,11.996
1508252558000,20.038,13.459,12.013
1508256158000,20.047,13.97,12.296
1508259758000,20.092,14.13,12.365
1508263358000,20.069,13.79,12.437
1508266958000,20.073,13.895,12.376
1508270558000,20.069,13.764,12.375
1508274158000,20.02,13.822,12.414
1508277758000,19.959,13.691,12.204
1508281358000,19.951,14.309,12.396
1508284958000,20.006,14.16,12.541
1508288558000,20.13,14.038,12.308
1508292158000,20.086,13.36,11.96
1508295758000,20.098,13.25,11.902
1508299358000,20.156,13.35,11.969
1508302958000,20.124,14.175,12.483
1508306558000,20.143,14.229,12.585
1508310158000,20.108,14.2,12.647
1508313758000,20.131,14.318,12.684
1508317358000,19.934,14.258,12.745
1508320958000,19.904,14.282,12.652
1508320958000,19.904,14.282,12.652
1508324558000,20.009,13.652,12.493
1508328158000,20.034,13.702,12.213
1508331758000,20.005,13.678,11.969
1508335358000,20.012,13.574,11.968
1508338958000,19.963,13.545,11.998
1508342558000,19.96,13.799,12.411
1508346158000,20.01,13.849,12.615
1508349758000,19.972,13.969,12.684
1508353358000,20.013,13.735,12.746
1508356958000,20.129,13.725,12.743
1508360558000,20.216,13.868,12.848
1508364158000,20.236,13.903,12.833
1508367758000,20.228,13.608,12.773
1508371358000,20.035,13.67,12.638
1508374958000,19.885,13.751,12.574
1508378558000,19.922,13.659,12.708
1508382158000,20.032,13.575,11.947
1508385758000,20.008,13.875,11.932
1508389358000,20.29,13.785,12.198
1508392958000,20.346,13.98,12.213
1508396558000,20.389,14.021,11.997
1508400158000,20.388,14.364,12.258
1508403758000,20.366,14.71,12.507
1508407358000,20.48,14.581,12.495
1508410958000,20.388,14.356,12.512
1508414558000,20.317,14.162,12.225
1508418158000,20.242,13.881,12.299
1508421758000,20.287,13.782,12.274
1508425358000,20.439,13.796,12.437
1508428958000,20.485,13.869,12.475
1508432558000,20.577,14.126,12.518
1508436158000,20.507,14.359,12.737
1508439758000,20.536,14.188,12.484
1508443358000,20.492,14.481,12.523
1508446958000,20.518,14.521,12.601
1508450558000,20.61,14.383,12.72
1508454158000,,14.324,12.338
1508457758000,20.413,14.042,11.851
1508461358000,20.47,14.0,12.204
1508464958000,20.489,13.966,12.024
1508468558000,20.496,13.956,12.319
1508472158000,20.576,13.98,12.268
1508475758000,20.559,13.966,12.282
1508479358000,20.537,14.141,12.591
1508482958000,20.544,14.128,12.335
1508486558000,20.416,14.479,12.519
1508490158000,20.336,14.574,12.27
1508493758000,20.408,14.619,12.461
1508497358000,20.377,14.517,12.59
1508500958000,20.336,14.124,12.285
1508504558000,20.231,14.414,12.305
1508508158000,20.171,13.885,12.563
1508511758000,20.15,14.039,12.405
1508515358000,20.162,13.905,12.195
1508518958000,20.184,14.122,11.936
1508522558000,20.206,14.251,12.056
1508526158000,20.2,14.691,12.16
1508529758000,20.186,14.058,11.851
1508533358000,20.208,14.191,11.995
1508536958000,20.26,14.175,12.384
1508540558000,20.288,14.346,12.298
1508544158000,20.307,14.064,12.404
1508547758000,20.293,13.82,12.075
1508551358000,20.298,13.763,12.118
1508554958000,20.298,13.796,11.937
1508558558000,20.276,13.73,11.907
1508562158000,20.293,13.777,11.777
1508565758000,20.268,13.857,11.917
1508569358000,20.212,13.92,12.0
1508572958000,20.14,13.852,11.866
1508576558000,20.071,13.538,12.265
1508580158000,19.972,13.974,12.344
1508583758000,19.819,14.082,12.412
1508587358000,19.726,13.789,11.79
1508590958000,19.723,13.549,11.579
1508594558000,19.698,13.604,11.685
1508598158000,19.697,13.837,11.791
1508601758000,19.702,13.742,11.929
1508605358000,19.723,13.706,12.004
1508608958000,19.74,13.421,11.992
1508612558000,19.804,13.267,12.123
1508616158000,19.813,13.51,12.172
1508619758000,19.766,14.192,12.344
1508623358000,19.935,14.173,12.388
1508626958000,19.922,14.028,12.425
1508630558000,19.868,14.128,11.864
1508634158000,19.74,13.869,11.951
1508637758000,19.665,13.502,11.704
1508641358000,19.682,13.793,11.831
1508644958000,19.701,13.757,11.603
1508648558000,19.735,13.605,11.884
1508652158000,19.719,13.518,11.818
1508655758000,19.7,13.665,11.892
1508659358000,19.669,13.619,11.688
1508662958000,19.624,13.475,11.671
1508666558000,19.599,13.813,11.766
1508670158000,19.534,13.625,12.046
1508673758000,19.521,13.524,12.093
1508677358000,19.508,13.254,12.193
1508680958000,19.505,13.301,12.039
1508684558000,19.497,13.328,11.703
1508688158000,19.498,13.52,11.704
1508688158000,19.498,13.52,11.704
1508691758000,19.514,13.781,11.701
1508695358000,19.53,13.383,11.735
1508698958000,19.535,13.378,11.72
1508702558000,19.591,13.193,11.812
1508706158000,19.551,13.162,11.938
1508709758000,19.573,13.721,12.16
1508713358000,19.575,13.856,12.149
1508716958000,19.593,14.191,12.123
1508720558000,19.565,13.693,12.118
1508724158000,19.568,13.376,12.03
1508727758000,19.752,13.51,11.754
1508731358000,19.661,13.597,11.849
1508734958000,19.661,13.681,11.864
